,Unnamed: 0,Title,Paragraph Text,Page No
0,0,PRELIMINARY,short title extent and commencement this act may be call the fugitive economic offend ers act it to the whole of it shall be deem to have come into force on the day of,2
1,1,PRELIMINARY,definition in this act unless the context otherwise require sa administrator mean an administrator appoint under subsection of section benami property and benami transaction shall have the same meaning a assign to them under clause and respectively of section of the prohibition of benami proper tyt ran sac ti ons act of contract state mean any country or place outside in respect of have be make by the central government with the government,2
2,2,PRELIMINARY,of such country through a treaty or deputy director mean the deputy director appoint under subsection of section the prevention of money launder ing act of director mean the director appoint under subsection of section of the prevention of money launder ing act of fugitive economic offender mean any individual against whom a warrant for arrest in relation to a schedule of fence have be issue by any court in have left so a to avoid criminal,2
3,3,PRELIMINARY,prosecution be abroad refuse to return to to face criminal key managerial personnel shall have the same meaning a assign to it in clause of section of the company act of notification mean a notification publish in the official gazette and the expression notify shall be construe person include si an a undivided a a a a limited liability an association of,2
4,4,PRELIMINARY,person or a body of individual whether incorporate or every artificial juridical person not fall within any of the precede any agency office or branch own or control by any of the above in the precede mean by rule make under this proceeds of crime mean any property derive or obtain directly or indirectly by any person a a result of criminal activity relate to a schedule of fence or the value of any such property or,2
5,5,PRELIMINARY,where such property be take or outside the country then the property equivalent in value within the country or schedule mean the schedule append to this schedule of fence mean an of fence specify in the schedule if the total value involved in such of fence or of fence be one hundred crore rupee or mor en special court mean a court of session designate a a special court under subsection of section of the prevention of money launder ing act of the word and expression,2
6,6,PRELIMINARY,use and not define in this act but define in the prevention of money launder ing act of shall have the meaning respectively assign to them in that act,2
7,7,PRELIMINARY,application of act the provision of this act shall apply to any individual who be or becomes a fugitive economic offender on or after the date of come into force of this act chapter of fugitive economic offender and confiscation of property,3
8,8,PRELIMINARY,application for declaration of fugitive economic offender and procedure therefor where the director or any other officer not below the rank of deputy by the director for the purpose of this section have reason to believe the reason for such belief to be record in write on the basis of material in his possession that any individual be a fugitive economic offender he may file an application in such form and manner a may be prescribe din the special court that such individual may be declare a a fugitive,3
9,9,PRELIMINARY,economic the application refer to in subsection shall con tai na reason for the belief that an individual be a fugitive economic any information available a to the whereabouts of the fugitive economic a list of property or the value of such property believe to be the proceeds of any such property outside for which confiscation be a list of property or benami property own by the individual in or abroad for which confiscation be sought an de a,3
10,10,PRELIMINARY,list of person who may have an interest in any of the property list under clause cand the authority appoint for the purpose of the prevention of money launder ing act of shall be the authority for the purpose of this act,3
11,11,PRELIMINARY,attachment of property the director or any other officer a ut ho rise by the director not below the rank of deputy director may with the permission of the special court attach any in the application under section by an order in write in such manner a may notwithstanding anything contain in subsection or section the director or any other officer not below the rank of deputy director a ut ho rise by the director may by an order in writing at any time prior to the filing of the,3
12,12,PRELIMINARY,application under section attach any pro pert ya for which there be a reason to believe that the property be proceeds of crime or be a property or benami property own by an individual who be a fugitive economic offender which be be or be likely to be dealt within a manner which may result in the property being unavailable for confiscation provided that the director or any other officer who provisionally attache any property under this subsection shall within a period of thirty day from the date of such attachment file an,3
13,13,PRELIMINARY,application under section before the special the attachment of any property under this section shall continue for a period of one hundred and eighty day from the date of order of attachment or such other period a may be extend by th especial court before the expiry of such nothing in this section shall prevent the person interested in the enjoyment of the immovable property attach under subsection from such enjoyment explanation for the purpose of this subsection the expression person interested in relation to any immovable property include all person claim or entitle to claim any interest in the property,3
14,14,PRELIMINARY,power of director and other officer the director or any other officer shall for of section have the same power a be in a civil court under the code of civil procedure of while try a suit in respect of the follow matter na mel ya discovery and enforce the attendance of any person include any officer of a report ing entity and examining him on compelling the production of receive evidence on affidavit se issue commission for examination of witness and document any other matter which may be,4
15,15,PRELIMINARY,power of survey notwithstanding anything contain in any other provision of this act where a director or any other officer a ut ho rise by the director on the basis of material in his possession have reason to believe the reason for such belief to be record in write that an individual may be a fugitive economic offender he may enter any within the limit of the area assign to him in respect of which he be a ut ho rise for the purpose of this section by such other authority who be assign the area within,4
16,16,PRELIMINARY,which such place be where the director or any other officer a ut ho rise by him on the basis of material in his possession have reason to believe the reason for such belief to be record in write that an individual may be a fugitive economic offender and it be necessary to enter any place a mention in subsection he may request any proprietor employee or any other person who may be present at that time toa afford him the necessary facility to inspect such record a he may require and which maybe available at such,4
17,17,PRELIMINARY,afford him the necessary facility to check or verify the proceeds of crime or any transaction related to proceeds of crime which may be found therein c furnish such information a he may require a to any matter which may be useful for or relevant to any proceeding under this the director or any other officer act under this section place mark of identification on the record inspect by him and make or cause to be made extract or copy make an inventory of any property checked or,4
18,18,PRELIMINARY,verify by him record the statement of any person present at the property which may be useful for or relevant to any proceed under this act,4
19,19,PRELIMINARY,search and seizure notwithstanding anything contain in any other law for the time being in force where the director or any other officer not below the rank of deputy by him for the purpose of this section on the basis of information in his possession to believe the reason for such belief to be record in write that any per so ni may be declare a a fugitive economic be in possession of any proceeds of be in possession of any record which may relate to proceeds of,5
20,20,PRELIMINARY,crime be in possession of any property related to proceeds of crime then subject to any rule make in this behalf he may a ut ho rise any officer subordinate to him toa enter and search any building place vessel vehicle or aircraft where he have reason to suspect that such record or proceeds of crime be break open the lock of any door box locker safe almirah or other receptacle for power by clause a where the key thereof be not seize any record or property found a a result,5
21,21,PRELIMINARY,of such place mark of identification on such record or property if require or make or cause to be made extract or copy there fro me make a note or an inventory of such record or property examine on oath any person who be found to be in possession or control of any record or property in respect of all matter relevant for the purpose of any investigation under this where an authority upon information obtain during survey under section be satisfied that any evidence shall be or be likely to be conceal,5
22,22,PRELIMINARY,or tamper with he may for reason to be re corded in write enter and search the building or place where such evidence be locate and seize that evidence,5
23,23,PRELIMINARY,search of person notwithstanding anything contain in any other law for the time being in if an authority a ut ho rise in this behalf by the central government by general or special order have reason to believe the reason for such belief to be record in write that any secrete about his person or anything under his possession ownership or control any record or proceeds of crime which may be useful for or relevant to any proceeding under this act he may search that person and seize such record or property which,5
24,24,PRELIMINARY,may be useful for or relevant to under this where an authority be about to search any person he shall if such person so require take such person within twenty four hour to the near gazette officer superior in rank to him or a magistrate provided that the period of twenty four hour shall exclude the time necessary for the journey under taken to take such person to the near gazette officer superior in rank to him or them agist rat es c if the requisition under clause b be make the authority shall,5
