,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter,1
2,2,SECTIONS,officer under this act,1
3,3,SECTIONS,author is at ion of officer,1
4,4,SECTIONS,power of officer,1
5,5,SECTIONS,author is at ion of officer of central tax a proper officer in certain and collection of tax,1
6,6,SECTIONS,levy and collection,1
7,7,SECTIONS,power to grant exemption from tax chapter of tax,1
8,8,SECTIONS,payment of of input tax order of of input tax credit,1
9,9,SECTIONS,transfer of input tax credit chapter search seizure and arrest,1
10,10,SECTIONS,officer require to assist proper and recovery,1
11,11,SECTIONS,tax wrongfully collect and pa id to central government or union territory government,1
12,12,SECTIONS,recovery of tax chapter,1
13,13,SECTIONS,constitution of authority for advance of appellate authority for advance sec ti ons chapter provision,1
14,14,SECTIONS,migration of exist tax arrangement for input tax credit,2
15,15,SECTIONS,transitional provision relate to job work,2
16,16,SECTIONS,miscellaneous transitional,2
17,17,SECTIONS,application of provision of central good and service tax act,2
18,18,SECTIONS,power to make rule,2
19,19,SECTIONS,general power to make regulation,2
20,20,SECTIONS,lay of rule regulation and notification,2
21,21,SECTIONS,power to issue instruction or direction,2
22,22,SECTIONS,removal of the union territory good and service tax act no of act to make a provision for levy and collection of tax on intrastate supply of good or service or both by the union territory and for matter connect therewith or incidental there tobe it enact by parliament in the sixty eighth year of the republic of a i,2
23,23,SECTIONS,short title extent and commencement this act may be call the union territory good tax act it to the union territory of the an daman and ni cob ar island lak shad weep dad ra and na gar have li daman and and other it shall come into force on such a the central government may by notification in the official gazette appoint provided that different date may be appoint for different provision of this act and any reference in any such provision to the commencement of this act shall be construe a a reference to the coming into force of that provision,3
24,24,SECTIONS,definition in this act unless the context otherwise appoint day mean the date on which the provision of this act shall come into commissioner mean the commissioner of union territory tax appoint under section designate authority mean such authority a may be notify by the exempt supply mean supply of any good or service or both which nil rate of taxor which may be exempt from tax under section or under section of the integrate good tax act,3
25,25,SECTIONS,and include nontaxable exist law mean any law notification order rule or regulation relate to levy and collection of duty or tax on good or service or both pass or make before the commencement of this act by parliament or any authority or person have the power to make such law notification order rule or government mean the administrator or any authority or officer a ut ho rise to act as administrator by the central output tax in relation to a taxable person mean the union,3
26,26,SECTIONS,territory tax chargeable under this act on taxable supply of good or service or both make by him or by his agent but tax payable by him on reverse charge union territory mean the territory the an daman and ni cob ar dad ra and na gar daman and other territory,3
27,27,SECTIONS,june for section and notification no date the june see gazette of extraordinary part sec for section to to and to notification no date the june see gazette of extraordinary part sec explanation for the purpose of this act each of the territory specify in i to vis hall be consider to be a separate union union territory tax mean,3
28,28,SECTIONS,the tax levy under this word and expression use and not define in this act but define in the central good tax act the integrate good and service tax act the state good and service tax act and the good and service tax compensation to state act shall have the same meaning a assign to them in those,3
29,29,SECTIONS,officer under this act the administrator may by notification appoint commissioner and such other class of officer a may be require for carry out the purpose of this act and such officer shall to be proper officer for such purpose a may be specify therein provided that the officer appoint under the exist law shall be deem to be the officer sap pointed under the provision of this act,4
30,30,SECTIONS,author is at ion of officer the administrator may by order a ut ho rise any officer to of union territory tax below the rank of assistant commissioner of union territory tax for the administration of this act,4
31,31,SECTIONS,power of officer subject to such condition and limitation a the commissioner may impose an officer of the union territory tax may exercise the power and discharge the duty impose on him under this an officer of a union territory tax may exercise the power and discharge the duty under this act on any other officer of a union territory tax who be subordinate to the commissioner may subject to such condition and limitation a may be specify in this behalf by him delegate,4
32,32,SECTIONS,his power to any other officer subordinate to notwithstanding anything contain in this section an appellate authority shall not exercise the pow ers and discharge the duty or impose on any other officer of union territory tax,4
33,33,SECTIONS,author is at ion of officer of central tax a proper officer in certain circumstance without prejudice to the provision of this act the officer appoint under the central good and service tax act are a ut ho rise to be the proper officer for the purpose of this act subject to such condition a the government shall on the recommendation of the council by notification subject to the condition specify in the notification issue under subsection where any proper officer issue an order under this act he,4
34,34,SECTIONS,shall also issue an order under the central good and service tax act a a ut ho rise by the say act under intimation to the jurisdictional officer of central where a proper officer under the central good and service tax act have initiate on a subject matter no proceeding shall be initiate by the proper officer under this acton the same subject any proceeding for rectification appeal and revision wherever applicable of any order an officer appoint under this act shall not lie before an officer appoint under the central good sand service tax act chapter and collection of tax,4
35,35,SECTIONS,levy and collection subject to the provision of subsection there shall be levy a tax cal led the union territory tax on all intrastate supply of good or service or both except on the supply of alcoholic liquor for human consumption on the value determine under section of the central good tax act and at such rate not exceed twenty per cent a may be notify by the government on the recommendation of the council and collect in such manner a may be and shall be pa id by the,4
36,36,SECTIONS,taxable the union territory tax on the supply of petroleum crude high speed diesel motor spirit commonly known a petrol natural gas and aviation turbine fuel shall be levy with effect from such date a may be notified by the central government on the recommendation of the the central government may on the recommendation of the council by notification of supply of good or service or both the tax on which shall be pa id on reverse charge basis by the recipient of such good or service or,4
37,37,SECTIONS,both and all the provision of this act shall apply to such recipient a if he be the person liable for pay the tax in relation to the supply of such good or the government may on the recommendation of the council by notification specify a class of registered person who shall in respect of supply of specify category of good or service or both received from an unregistered supplier pay the tax on reverse charge basis a the recipient of such supply of good or service or both and all the provision of this,4
38,38,SECTIONS,act shall apply to such recipient a if he be the person liable for pay the tax in relation to such supply of good or service or the central government may on the recommendation of the council by notification of service the tax on intrastate supply of which shall be pa id by the electronic commerce operator if such service be supply through it and all the provision of this act shall apply to such electronic commerce operator a if he be the supplier liable for pay the tax in relation to the supply,4
39,39,SECTIONS,of such that where an electronic commerce operator do not have a physical presence in the taxable territory any person represent such electronic commerce operator for any purpose in the taxable territory shall be liable to pay tax provided far that where an electronic commerce operator do not have a physical presence in the taxable territory and also he do not have a representative in the say territory such electronic commerce operator shall appoint a person in the taxable territory for the purpose of pay tax and such person shall be liable to pay tax,4
40,40,SECTIONS,power to grant exemption from tax where the central government be satisfied that it is necessary in the public interest so to do it may on the recommendation of the council by notification exempt generally either absolutely or subject to such condition a may be specify therein good or both of any specify description from the whole or any part of the tax leviable thereon with effect from such date a may be specify in such where the central government be satisfied that it be necessary in the,5
41,41,SECTIONS,public interest so to do it may on the recommendation of the council by special order in each case under circumstance of an exceptional nature to be state in such order exempt from payment of tax any good or service or bo thon which tax be the central government may if it necessary or expedient so to do for the purpose of clarify ing the scope or applicability of any notification issue under subsection or order issue under subsection insert an explanation in such notification or order a the case,5
42,42,SECTIONS,may be by notification at any time within one year of issue of the notification under subsection or order under subsection every such explanation shall have effect a if it have always be the part of the first such notification or order a the case may any notification issue by the central government under subsection of section or under subsection of the say section of the central good and service tax act shall to be a notification or a the case may be an order issue under this act,5
43,43,SECTIONS,sub by act of s for subsection explanation for the purpose of this section where an exemption in respect of any good or both from the whole or part of the tax leviable thereon have be grant absolutely the register person sup plying such good or service or both shall not collect the tax in excess of the effective rate on such supply of good or service or both chapter of tax,5
44,44,SECTIONS,payment of tax the amount of input tax credit available in the electronic credit ledger of the registered person on account integrate tax shall first be towards payment of integrate tax and the amount remain ing if any may be towards the payment of central tax and state tax or a the case maybe union territory tax in that the union territory tax shall first be towards payment of union territory tax and the amount remain if any may be towards payment of integrate,6
45,45,SECTIONS,that the input tax credit on account of union territory tax shall be towards payment of integrate tax only where the balance of the input tax credit on account of central tax is not available for payment of integrate the union territory tax shall not be towards payment of central of input tax credit notwithstanding anything contain in section the input tax credit on account of union territory tax shall be towards payment of integrate tax or union territory tax a the case may,6
46,46,SECTIONS,be only after the input tax credit available on account of integrate tax be towards such order of of input tax credit notwithstanding anything contain in this chapter and subject to the provision of clause c of section the government may on the recommendation of the council prescribe the order and manner of of the input tax credit on account of in teg rated tax central tax state tax or union territory tax a the case may be towards payment of any such tax,6
47,47,SECTIONS,transfer of input tax credit on of input tax credit of union territory tax for payment of tax due under the integrate good and service tax act in accordance with the provision of subsection of section of the central good and service tax act a reflect in the valid return furnished under subsection of section of the central good and service tax act the amount collected a union territory tax shall stand reduce by an amount equal to such credit so and the central government shall transfer an,6
48,48,SECTIONS,amount equal to the amount so reduce from the union territory tax account to the integrate tax account in such manner and within such time a may be search seizure and require to assist proper officer all officer of police railway custom and those officer engage in the collection of land revenue include village officer and officer of central tax and officer of the state tax shall assist the proper officer in the implementation of this the government may by,6
49,49,SECTIONS,notification empower and require any other class of officer to assist the proper officer in the implementation of this act when call upon to do so by the commissioner chapter and recovery,6
50,50,SECTIONS,the proviso in by act of s,6
51,51,SECTIONS,in by s ibid tax wrongfully collect and pa id to central government or union territory government a register person who have pa id the central tax and the union territory tax on a transaction consider by him to be an intrastate supply but which be subsequently to be an interstate supply shall be refund the amount of tax so pa id in such manner and subject to such con di ti ons as may be a register person who have pa id integrate tax on a transaction consider by him to be an,6
52,52,SECTIONS,interstate supply but which be subsequently to be an intrastate supply shall not be require to pay any interest on the amount of the central tax and the union territory tax payable,6
53,53,SECTIONS,recovery of tax where any amount of tax interest or penalty be payable by a person to the government under any of the provision of this act or the rule make thereunder and which remains unpaid the proper officer of central tax during the course of recovery of say tax may recover the amount from the say person a if it be an arrear of central tax and credit the amount so recover to the account of the government under the appropriate head of union territory where the amount recover under subsection be,7
54,54,SECTIONS,less than the amount due to the government under this act and the central good and service tax act the amount to be credit to the account of the government shall be in proportion to the amount due a union territory tax and central tax chapter in this chapter unless the context otherwise require sa advance ruling mean a decision provide by the authority or the appellate authority to an applicant on matter or on question specify in subsection of section or subsection of section,7
55,55,SECTIONS,of the central good and service tax act in relation to the supply of good or service or both be under taken or propose to be under taken by the appellate authority mean the appellate authority for advance ruling constitute under section applicant mean any person register or desirous of obtain registration under this application mean an application make to the authority under subsection of section the central good and service tax a c te authority mean the authority for advance ruling constitute under section,7
56,56,SECTIONS,constitution of authority for advance ruling the central government shall by notification constitute an authority to be know a the name of the union territory authority for advance ruling provided that the central government may on the recommendation of the council notify any authority locate in any state or any other union territory to act a the authority for the purpose of the authority shall consist one member from amongst the officer of central tax one member from amongst the officer of,7
57,57,SECTIONS,union territory tax to be appoint by the central the qualification the method of appointment of the member and the term and condition of their service shall be such a may be of appellate authority for advance ruling the central government shall by notification constitute an appellate authority to be know a the name of the union territory authority for advance ruling for good and service tax for hearing appeal against the advance ruling pronounced by the advance ruling,7
58,58,SECTIONS,authority provided that the central government may on the recommendation of the council notify any appellate authority locate in any state or any other union territory to act a the appellate authority for the purpose of this the appellate authority shall consist the chief commissioner of central tax a designate by the board the commissioner of union territory tax have jurisdiction over the applicant chapter provision,7
59,59,SECTIONS,migration of exist tax payer on and from the appoint day every person registered under any of the exist law and have a valid permanent account number shall be issue a certificate of registration on provisional basis subject to such condition and in such form and manner a may which unless replace by a final certificate of registration under subsection shall be liable to be cancel if the condition so be not comply the final certificate of registration shall be grant in,8
60,60,SECTIONS,such form and manner and subject to such con di ti ons a may be the certificate of registration issue to a person under subsection shall be deem to have not been issue if the say registration be cancel in pursuance of an application file by such person that he was not liable to registration under section or section of the central good and service tax arrangement for input tax credit a register person other than a person opt ing to pay tax under section of the central good and,8
61,61,SECTIONS,service tax act shall be entitle to take in his electronic credit ledger credit of the amount of value add tax and entry tax if any carried forward in the return relate to the period end with the day immediately precede the appoint day furnished by him under the exist law not later than ninety day after the say day in such manner as may be that the register person shall not be allow to take credit in the follow where the say amount of credit be not admissible a input,8
62,62,SECTIONS,tax credit under this act where he have not furnish all the return require under the exist law for the period of immediately precede the appoint day where the say amount of credit rel ates to good sell under such exemption notification a sare notify by the government provided far that so much of the say credit a be attributable to any claim related to section of section section or section or subsection of section of the central sale tax act of,8
