,Unnamed: 0,Title,Paragraph Text,Page No
0,0,,short title extent at ion and commencement this act may be call the anti hijack ing act it to the whole of and save a otherwise provide in this act it a p plies also to any of fence thereunder commit outside by any it shall come into force on such a the central government may by notification in the official gazette appoint,1
1,1,,definition in this act unless the context otherwise require a agency mean the national investigation agency constitute under section of the national investigation agency act of aircraft mean any aircraft whether or not register in other than a military aircraft or an aircraft use in custom or police aircraft register in mean an aircraft which be for the time be register in in di ad convention country mean a country in which the ha gue convention be for the,1
2,2,,time being in for cee ha gue convention mean the convention for the suppression of unlawful seizure of aircraft sign at the ha gue on the day of and include the to the convention sign at on the day of sept ember hostage mean a passenger or a crew member of an aircraft or any security personnel on board the aircraft or a ground support staff involve in the maintenance of the aircraft who is unlawfully seize or detain without his consent or with his consent obtain,1
3,3,,by fraud or duress by an individual or by a group of person during the transit of an aircraft or when it be station a tan airport with an intention to secure any demand or of any condition make by such individual or such group of person,1
4,4,,no ti fi cat ion no date see gazette of extra or di nary part g military aircraft mean an aircraft of the naval military air force or any other of any country and include every aircraft command for the time be by a person in any such force detailed for the notification mean a notification publish in the official security personnel mean security personnel by the central government or a p pointed by any,1
5,5,,agency a ut ho rise by that government to ensure security of civil aviation against act of unlawful in for the purpose of this clause act of unlawful interference mean act or at temp ted act to jeopardize the safety of civil aviation and air transport include i unlawful seizure of aircraft in unlawful seizure of aircraft on the hostage take on board aircraft or on forcible intrusion on board aircraft at an aerodrome or on the premise on an,1
6,6,,introduction on board an aircraft or at an aerodrome of a weapon explosive or other hazardous device article or substance intend for criminal communication of false information with a view to jeopardize the safety of an aircraft in flight or on the ground of passenger crew ground per or the general public at an aerodrome or on the premise of a civil aviation facility chapter and connect of fence,1
7,7,,hijack whoever unlawfully and intentionally or exercise control of an aircraft in service by force or threat thereof or by coercion or by any other form of intimidation orby any technological mean the of fence of a person shall also be deem to have commit the of fence of hijack specify in subsection if such person a make a threat to commit such of fence or unlawfully and intentionally cause any person to receive such threat under circumstance which indicate that the threat be,2
8,8,,credible orb attempt to commit or the commission of such of fence orc organ is es or to commit such of fence or the of fence specify in clause a or clause b a an accomplice in such of fence or the of fence specify in clause a or clause b a bo vee unlawfully and intentionally assist another person to evade investigation prosecution or punishment know that such person have commit any such of fence or the of fence specify in clause a or clause b or clause c or clause d,2
9,9,,above or that such person be want for criminal prosecution by law enforcement authority for such an of fence or have be sentence for such a person also the of fence of hijack when commit intentionally whether or not any of the of fence specify in subsection or in clause a of sub section be actually commit ted or attempt either or both of the follow a agree with one or more other person to commit an of fence specify in sub section in clause a of sub section,2
