,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent application and commencement part for the union chapter i,1
1,1,SECTIONS,de fi ni ti ons chapter of,1
2,2,SECTIONS,establishment of,1
3,3,SECTIONS,appointment of chair person and member on recommendation of selection committee,1
4,4,SECTIONS,fill of vacancy of chair person or member,1
5,5,SECTIONS,term of office of chair person and member,1
6,6,SECTIONS,salary allowance and other condition of ice of chair person and member,1
7,7,SECTIONS,restriction on employment by chair person and member after cease to hold office,1
8,8,SECTIONS,member to act a chair person or to discharge his function in certain circumstance,1
9,9,SECTIONS,secretary other officer and staff of wing,1
10,10,SECTIONS,inquiry wing chapter wing,1
11,11,SECTIONS,prosecution wing chapter of to be charge on consolidated fund of,1
12,12,SECTIONS,expense of to be charge on consolidated fund of chapter in respect of inquiry,1
13,13,SECTIONS,jurisdiction of to include prime minister minister member of parliament group a and d officer and official of central government,1
14,14,SECTIONS,matter pending before any court or committee or authority for inquiry not to be affected,1
15,15,SECTIONS,constitution of bench of,1
16,16,SECTIONS,distribution of business amongst bench,2
17,17,SECTIONS,power of chair person to transfer case,2
18,18,SECTIONS,decision to be by majority chapter in respect of preliminary inquiry and investigation,2
19,19,SECTIONS,provision relate to complaint and preliminary inquiry and investigation,2
20,20,SECTIONS,person likely to be prejudicially affected to be,2
21,21,SECTIONS,may require any public servant or any other person to furnish information,2
22,22,SECTIONS,power of to grant sanction for initiate on,2
23,23,SECTIONS,action on investigation against public servant be prime minister minister or member of parliament chapter of,2
24,24,SECTIONS,supervisory power of,2
25,25,SECTIONS,search and seizure,2
26,26,SECTIONS,to have power of civil court in certain case,2
27,27,SECTIONS,power of to service of officer of central or state government,2
28,28,SECTIONS,provisional attachment of asset,2
29,29,SECTIONS,confirmation of attachment of asset,2
30,30,SECTIONS,confiscation of asset proceeds receipt and benefit arisen or procure by mean of corruption in special,2
31,31,SECTIONS,power of to recommend transfer or suspension of public servant connect with allegation of corruption,2
32,32,SECTIONS,power of to give direction to prevent destruction of record during preliminary inquiry,2
33,33,SECTIONS,power to delegate chapter court,2
34,34,SECTIONS,special court to be constitute by central government,2
35,35,SECTIONS,letter of request to a contract state in certain against chair person member and official of,2
36,36,SECTIONS,removal and suspension of chair person and member of,2
37,37,SECTIONS,complaint against official of xi assessment of loss and recovery thereof by special court,2
38,38,SECTIONS,assessment of loss and recovery thereof by special court chapter xi if in an ce account and audit,2
39,39,SECTIONS,,2
40,40,SECTIONS,grant by central government,3
41,41,SECTIONS,annual statement of account,3
42,42,SECTIONS,furnish of return to central government chapter of asset,3
43,43,SECTIONS,declaration of asset,3
44,44,SECTIONS,presumption a to acquisition of asset by corrupt mean in certain and penalty,3
45,45,SECTIONS,prosecution for false aint and payment of compensation to public servant,3
46,46,SECTIONS,false complaint make by society or association of person or trust chapter,3
47,47,SECTIONS,report of,3
48,48,SECTIONS,to function a appellate authority for appeal arise out of any other law for the time being in force,3
49,49,SECTIONS,protection of action take in good faith by any public servant,3
50,50,SECTIONS,protection of action take in good faith by,3
51,51,SECTIONS,member officer and employee of to be public servant,3
52,52,SECTIONS,limitation to apply in certain case,3
53,53,SECTIONS,bar of jurisdiction,3
54,54,SECTIONS,legal assistance,3
55,55,SECTIONS,act to have override effect,3
56,56,SECTIONS,provision of this act to be in addition of other law,3
57,57,SECTIONS,amendment of certain enactment,3
58,58,SECTIONS,power to make rule,3
59,59,SECTIONS,power of to make regulation,3
60,60,SECTIONS,lay of rule and regulation,3
61,61,SECTIONS,power to remove difficult ie spart of the,3
62,62,SECTIONS,establishment of the and act no of act to provide for the establishment of a body of for the union and lo kay for st ates to inquire into allegation of corruption against certain public functionary and connect therewith or incidental thereto whereas the constitution of establish a democratic republic to ensure justice for al land whereas have ratify the united nation convention against corruption and whereas the,3
63,63,SECTIONS,government commitment to clean and responsive governance have to be reflected in effective body to contain and punish act of corruption now therefore it be expedient to enact a law for more effective implementation of the said convention and to provide for prompt and fair investigation and prosecution in case of corruption be it enact by parliament in the sixty fourth year of the republic of a follow part i,3
64,64,SECTIONS,short title extent application and commencement this act may be call the act it to the whole of it shall apply to public servant in and outside it shall come into force on such a the central government may by notification in the official gazette appoint part for the union chapter i,4
65,65,SECTIONS,definition in this act unless the context otherwise require a bench mean a bench of the chair person mean the chair person of the competent authority in relation to i the prime minister mean the house of the a er of the council of minister mean the prime a member of parliament other than a minister mean a in the case of a member of t he council of state the chairman of the in the case of a member of the house of the people the,4
66,66,SECTIONS,speaker of the an officer in the min ist or department of the central government mean the minister in charge of the ministry or department under which the officer be a chair person or member of any body or board or corporation or authority or company or society or autonomous body by whatever n ame call establish or constitute under any act of parliament or wholly or partly finance by the c government or control by it mean,4
67,67,SECTIONS,th notification no so e date th see gazette of extraordinary part minister i n charge of the administrative ministry of such body or board or corporation or authority or company or society or autonomous an officer of any body or board or corporation or authority or company or society or autonomous body by whatever name call establish or constitute under any act of parliament or wholly or partly finance by the central government or,4
68,68,SECTIONS,control by it mean the head of such body or board or corporation or authority or company or society or in a other case not fall under sub clause i to above mean such depart mentor authority a the central government may by notification specify provided that if any person refer to in sub clause v or sub clause be also a member of parliament then the competent authority shall be a in case such member be a member of the council of state the chairman of the council in case,4
69,69,SECTIONS,such member be a member of the house of the people the speaker of the ho used central vigilance on mean the central vigilance commission constitute dunder sub section of section of the central vigilance commission act of e complaint mean a complaint make in such form a may be allege that a public servant have commit an of fence punishable under the prevention of corruption act of f special police establishment mean the special police,4
70,70,SECTIONS,under sub section of section of the special police establishment act of g investigation mean an investigation a define under clause h of section of the code of criminal procedure of h judicial member mean a judicial member of the mean the body establish under section member mean a member of the minister mean a union minister but do not include the prime notification mean notification,4
71,71,SECTIONS,publish in the official gazette and the expression notify shall be construe preliminary inquiry mean an inquiry conduct under this mean by rule make under this a c to public servant mean a person refer to in clause a to h of subsection of section but do not include a public servant in respect of whom the jurisdiction be exercisable by any court or other authority under the army act of the air force act of the navy act,4
72,72,SECTIONS,of and the coast guard act of or the procedure be to such public servant under those regulation mean regulation make under this rule mean rule make under this schedule mean a schedule a to this act special court mean the court of a special judge appoint under subsection of section of the prevention of corruption act of the word and expression use herein and not define in this act but define in the prevention of,4
73,73,SECTIONS,corruption act of shall have the meaning respectively assign to them in that any reference in this act to any other act or provision thereof which be not in force in any area to which this act e shall be construe to have a reference to the correspond act or provision thereof in force in such area chapter of,4
74,74,SECTIONS,establishment of on and from the commencement of this act there shall be established for the purpose of this act a body to be call the the shall consist of a a chair person who be or have be a f justice of or be or have be a judge of the supreme court or an eminent person who the eligibility specify in clause b of subsection such number of member not exceed eight out of whom fifty per cent shall be that not less than fifty per,6
75,75,SECTIONS,cent of the member of the shall be from amongst the per sons belonging to the schedule caste the schedule tribe other backward classes mi nori ti es and a person shall be eligible to be appoint a a a judicial member if he be or have be a judge of the supreme court or be or have be a chief justice of a high a a member other than a judicial member if he be a person of impeccable integrity and outstanding ability have special knowledge and ex per ti se of not less than twenty five year in,6
76,76,SECTIONS,relate to anti corruption policy public administration vigilance finance and banking law and the chair person or a member shall not be i a member of parliament or a member of the legislature of any state or union a person convict of any of fence involve moral a person of less than forty five year of age on the date of assume office a the chair person or member a the case may a member of any panchayat or municipal a person who have be,6
77,77,SECTIONS,remove or dismiss from the service of the union or a state and shall not hold any office of trust or profit other than his office a the chair person or a member or with any political party or carry on any business or any profession and accordingly before he upon his office a person appoint a the chair person or a member a the case may be shall if a he hold any office of trust or profit resign from such office orb he be carr on any business sever his connection with the conduct and management of such business orc he be any profession cease to such profession,6
78,78,SECTIONS,appointment of chair person and member on recommendation of selection committee the chair person and member shall be appoint by the president after obtain the recommend a ti ons of a selection committee consist of a the prime minister the speaker of the house of the people the leader of opposition in the house of the people the chief justice of or a judge of the supreme court nominate by him mem bere one eminent jurist a recommend by the chair person and member refer,6
79,79,SECTIONS,to in clause sa to d above to be nominate by the president no appointment of a chair person or a member shall be invalid merely by reason of any vacancy in the selection the selection committee shall for the purpose of select the chair person and member of and for prepare a panel of person to be consider for appointment a such constitute a search committee consist of at least seven person of stand and have special knowledge and ex per ti se in the matter relate to anti corruption,6
80,80,SECTIONS,policy public administration vigilance policy make insurance and banking law and management or in any other matter which in the opinion of the selection committee may be useful in make the selection of the chair person and member of that not less than fifty per t of the member of the search committee shall be from amongst the person belonging to the schedule caste the schedule tribe other backward classes mi nori ti es and wo men provided far that the selection committee may,6
81,81,SECTIONS,also consider any person other than the by the search the selection committee shall regulate it own procedure in a transparent manner for select ing the chair person and member of the the term of the search committee refer to in sub section the fee and allowance payable to it member and the manner of selection of panel of name shall be such a may be,6
82,82,SECTIONS,fill of vacancy of chair person or member the president shall take or cause to be taken all necessary step for the appointment of a new chair person and member at least three month before the expiry of the term of the chair person or member a the case may be in accordance with the procedure laid down in this act,7
83,83,SECTIONS,term of office of chair person and member the chair person and ever y member shall on the recommend a ti ons of the selection committee be appoint by the president by warrant under hi s han dand seal and hold office a such for a term of five year from the date on which he upon his office or until he the age of seventy year whichever be ear lier provided that he may a by write under his hand address to the president resign his office orb be remove from his office in the manner provide in section,7
84,84,SECTIONS,salary allowance and other condition of service of chair person and member the and other condition of service of i the chair person shall be the same a those of the chief justice of other member shall be the same a those of a judge of the supreme court provided that if the chair person or a member be at the time of his appointment in receipt of pension other than disability pension in respect of any previous service under the government or under the government of a state his salary in,7
85,85,SECTIONS,respect of service a the chair person or a the case may be a a member be reduce a by the amount of that pension if he have before such appointment receive in lieu of a portion of the pension due to hi min respect of such previous service the commute value thereof by the a mo un t of that portion of the pension provided far that the salary allowance and pension payable to and other condition of service of the chair person or a member shall not be varied to his disadvantage after,7
86,86,SECTIONS,restriction on employ me by chair person and member after cease to hold office cease to hold office the er son and every member shall be ineligible reappointment a the chair person or a member of the any diplomatic assignment appointment a administrator of a union territory and such other assignment or appointment which be require by law to be make by the president by warrant under his hand and far employment to any other office of profit under the government of or,8
87,87,SECTIONS,the government of a contest any election of president or vice president or member of either house of parliament or member of either house of a state legislature or municipality or panchayat within a period of five year from the date of relinquish the notwithstanding anything contain in sub section a member shall be eligible to be appointe das a chair person if his total tenure a member and chair person do not exceed five year sex planation for the purpose of this section it be hereby clarify that,8
88,88,SECTIONS,where the member is a p pointed a the chair person his term of office shall not be more than five year in aggregate a the member and the chair person,8
89,89,SECTIONS,member to act a chair person or to discharge his function in tain circumstance in the event of occurrence of any vacancy in the office of the chair person by reason of his death resignation or otherwise the president may by notification se the senior most member to act a the chair person until the appointment of a new chair person to fill such when the chair person be unable to discharge his function owe to absence on leave or otherwise the senior most member available a the president may by,8
90,90,SECTIONS,notification se in this behalf shall discharge the function of the chair person until the date on which the chair person resume sh is duty,8
91,91,SECTIONS,secretary other officer and staff of there shall be a secretary to the in the rank of secretary to government of o shall be appoint by the chair person from a panel of nam es sent by the central there shall be a director of inquiry and a director of prosecution not below the rank of additional secretary to the government of or equivalent who shall be appoint by the chair person from a panel of name sent by the central the appointment of officer and other staff of the,8
92,92,SECTIONS,shall be make by the chair person or such member or officer of a the chair person may direct provided that the president may by rule require that the appointment in respect of any post or post as may be specify in the rule shall be make after consultation with the union public service subject to the provision of any law make by parliament the condition of service of secretary and other officer and staff of the shall be such a may be specify by regulation make by for the,8
93,93,SECTIONS,purpose provided that the regulation make under this sub section shall so far a th ey relate to leave or pension require the approval of the president chapter wing,8
94,94,SECTIONS,inquiry wing notwithstanding anything contain in any law for the time be in force the shall constitute an inquiry wing head by the director of inquiry for the purpose of conduct ing preliminary inquiry into any of fence allege to have be commit by a public servant punishable under the prevention of corruption act of provide that till such time the inquiry wing be constitute by the the central government shall make available such number of officer and other staff from it ministry or,8
95,95,SECTIONS,department a maybe require by the for conduct preliminary inquiry under this for the purpose of assist the in conduct a preliminary inquiry under this act of the inquiry wing not below the rank of the under secretary to the government of shall have the same power a be upon the inquiry wing of the under section wing,8
96,96,SECTIONS,prosecution wing the shall by notification constitute a prosecution wing headed by the director of prosecution for the purpose of prosecution of public servant in relation to any complaint by the under this act provided that till such time the prosecution wing be constitute by the the central government shall make available such number of officer and other staff from it ministry a may be require by the for conduct prosecution under this the director of prosecution,9
97,97,SECTIONS,shall after have be so direct by the file a case inaccordance with the finding of investigation report before the special court a take all necessary step sin respect of the prosecution of public servant in relation to any of fence punishable under the prevention of corruption act of the case under sub section shall be de to be a report file on completion of investigation refer to in section of the code of criminal procedure of chapter of to be charge on consolidated fund of,9
98,98,SECTIONS,expense of pal to be charge on consolidated fund of the of the include all salary allowance and pension payable to or in respect of the chair person member or secretary or other officer or staff of the shall be charge upon the consolidated fund of and any fee or other money take by the shall form part of that fund chapter in respect of inquiry,9
99,99,SECTIONS,jurisdiction of to include prime minister minister member s of a b c and d officer and official of central government subject to the of this act the shall inquire or cause an inquiry to be conduct into any matter involved in or arise from or connect with any allegation of corruption make in a complaint in respect of the follow namely a any person who be or have be a prime minister provided that the shall not inquire into any matter involve in or,9
