,Unnamed: 0.1,Unnamed: 0,Title,Paragraph Text,Page No
0,0,0,SECTIONS,1.. Short title and commencement.,1
1,1,1,SECTIONS,2.. Definitions.,1
2,2,2,SECTIONS,3.. Establishment and incorporation of Regional Cent re for Biotechnology .,1
3,3,3,SECTIONS,4.. Declaration of Regional Cent re for Biotechnology as an institution of national importance .,1
4,4,4,SECTIONS,5.. Effect of establishment of Regional Centre.,1
5,5,5,SECTIONS,6.. Jurisdiction.,1
6,6,6,SECTIONS,7.. Objectives of Regional Centre.,1
7,7,7,SECTIONS,8.. Functions of Regional Centre.,1
8,8,8,SECTIONS,9.. Regional Cent re to work in collaboration with other ins titutions of UNESCO.,1
9,9,9,SECTIONS,10. Powers of Regional Centre.,1
10,10,10,SECTIONS,"11. Regional Cent re open to all castes, creed, race or class.",1
11,11,11,SECTIONS,12. Privileges and immunities of Regional Centre.,1
12,12,12,SECTIONS,13. Authorities of Regional Centre.,1
13,13,13,SECTIONS,14. Board of Governors.,1
14,14,14,SECTIONS,15. Powers and functions of Board.,1
15,15,15,SECTIONS,16. Powers and functions of Chairperson.,1
16,16,16,SECTIONS,17. Program me Advisory Committee.,1
17,17,17,SECTIONS,18. Executive Committee.,1
18,18,18,SECTIONS,19. Finance Committee.,1
19,19,19,SECTIONS,20. Other authorities of Regional Centre.,1
20,20,20,SECTIONS,21. Board of Studies.,1
21,21,21,SECTIONS,22. Officers of Regional Centre.,1
22,22,22,SECTIONS,23. Executive Director.,1
23,23,23,SECTIONS,24. Deans and Sub -Deans.,1
24,24,24,SECTIONS,25. Associate Director (Administration).,1
25,25,25,SECTIONS,26. Registrar.,1
26,26,26,SECTIONS,27. Finance officer.,1
27,27,27,SECTIONS,28. Other officers.,1
28,28,28,SECTIONS,29. Grants and loans to Regional Centre.,1
29,29,29,SECTIONS,30. Fund of Regional Centre.,1
30,30,30,SECTIONS,31. Annual report.,1
31,31,31,SECTIONS,32. Annual accounts.2SECTIONS,1
32,32,32,SECTIONS,33. Returns and inf ormation.,2
33,33,33,SECTIONS,34. Review of functioning of Regional Centre.,2
34,34,34,SECTIONS,35. Appointment and conditions of service of employees of Regional Centre.,2
35,35,35,SECTIONS,36. Meetings.,2
36,36,36,SECTIONS,37. Filling of casual vacancies.,2
37,37,37,SECTIONS,38. Proceedings of authorities not invalidated by vacancies.,2
38,38,38,SECTIONS,39. Protection ofaction taken in good faith.,2
39,39,39,SECTIONS,40. Arbitration.,2
40,40,40,SECTIONS,41. Power to make Statutes.,2
41,41,41,SECTIONS,42. Power to make Ordinances.,2
42,42,42,SECTIONS,43. Regulations.,2
43,43,43,SECTIONS,"44. Statutes, Ordinances and Regulations to be published in the Official Gazette and to be laid beforeParliament.",2
44,44,44,SECTIONS,45. Power to make Statutes or Ordinances or Regulations retrospectively.,2
45,45,45,SECTIONS,"46. Power to remove difficulties.3THE REGIONAL CENT RE FOR BIOTECHNOLOGY ACT, 2016ACT NO. 36 OF 2016[29th July , 2016 .]An Act to provide for the establishment of an institution of national importance to be known as Regional Cent re for Biotechnology and to provide for matters connected therewith or incidental thereto.WHEREAS an agreement for the establishment and operation of the Regional Cent re for Biotechnology Training and Education in India was entered into between the Government of India and the United Nations Educational, Scientific and",2
46,46,46,SECTIONS,"Cultural Organisation on the 14th day of July, 2006;AND WHEREAS in pursuance of the said agreement, the Central Government through an executive order dated the 20th April, 2009, established the Regional Cent re for Biotechnology Training and Education at Faridabad, Haryana;AND WHEREAS it is expedient to make provisions for strengthening and to make the Regional Centrefor Biotechnology an institution of national importance for imparting education, training and conducting research in the areas of Biotechnology and related multi disciplinar yareas.BE it enacted by Parliament in the Sixty -seventh Year of the Republic of India as follows: --",2
47,47,47,SECTIONS,"1.. Short title and commencement. —(1)) This Act may be called the Regional Cent re for Biotechnology Act, 2016.(2)) It shall come into force on such date1 as the Central Government may, by notification in the Official Gazette, appoint.",3
48,48,48,SECTIONS,"2.. Definitions .—In this Act, unless the context otherwise requires, —(a)) “academic staff ” means Assistant Professors, Associate Professors, Professors, Deans, Sub -Deans, Executive Director and such other persons, including Visiting Professors, Professors ofEminence, Honorary Professors, Adjunct Professors and Emeritus Professors, as may be appointed or engaged for imparting education, training or conducting research in the Regional Cent re forBiotechnology;(b)) “Board” means the Board of Governors constituted under section 14;(c)) “Board of",3
49,49,49,SECTIONS,"Studies ” means the Board of Studies of the Regional Centre referred to in section 21;(d)) “Chairperson ” means the Chairperson of the Board;(e)) “employee ” means any person appointed by the Regional Cent re and includes officers,academic and other staff of the Regional Centre;(f)) “Executive Committee ” means the Executive Committee of the Regional Cent re constituted under section 18;(g)) “Executive Director ” means the Executive Director of the Regional Cent re appointed undersub-section ( 1)) of section 23;(h)) “existing Regional Cent re ” means",3
50,50,50,SECTIONS,"the Regional Cent re for Biotechnology Training and Education at National Capital Region, Faridabad;(i)) “hall” means aunit of residence, by whatever name called, for the students of the RegionalCentre, maintained or recognised by it;(j)) “institution ” includes autonomous organisations within or outside India, for impartingeducation, training and conducting research in the areas of Biotechnology and supported by the Government of India or industry or universities or other organisations;",3
51,51,51,SECTIONS,"1.. 1st March , 2017 , vide notification No. S..O.. 642 (E)), dated 28th February , 2017 , see Gazette of India, Extraordinary,Part II, sec. 3(( i)).4((k)) “Ordinances ” means the Ordinances framed by the Program me Advisory Committee under section 42;(l)) “Programme Advisory Committee ” means the Program me Advisory Committee of the Regional Cent re constituted under section 17;(m)) “region” means the region comprising the territories of South Asian Association for RegionalCo-operation (SAARC) States and generally the Asia region;(n)) “Regional Cent re ”",3
52,52,52,SECTIONS,"means the Regional Cent re for Biotechnology established under section 3;;(o)) “Regulations ” means the Regulations made by an yauthority of the Regional Cent re under section 43;(p)) “Statutes” means the Statutes framed by the Board under section 41;(q)) “UNESCO ” means the United Nations Educational, Scientific and Cultural Organisation.",3
53,53,53,SECTIONS,"3.. Establishment and incorporation of Regional Cent re for Biotechnology .—(1)) The RegionalCentre for Biotechnology Training and Education at National Capital Region, Faridabad, Haryanafunctioning under the Department of Biotechnology, Ministry of Science and Technology is hereby established as abody corporate by the name of ""Regional Cent re for Biotechnology"" having perpetual succession and acommon seal with power, subject to the provisions of this Act, to contract and shall, by the said name, sue or be sued.(2)) The Regional Cent re shall",4
54,54,54,SECTIONS,"consist of aBoard of Governors and authorities specified in section 13.(3)) The headquarters of the Regional Cent re shall be at its campus in the National Capital Region,Faridabad.",4
55,55,55,SECTIONS,"4.. Declaration of Regional Cent re for Biotechnology as an institution of national importance .—Whereas the objects of the institution known as the Regional Cent re for Biotechnology are such as to make the institution one of national importance, it is hereby declared that the ins titution known as the Regional Cent re for Biotechnology is an institution of national importance.",4
56,56,56,SECTIONS,"5.. Effect of establishment of Regional Cent re .—(1)) On and from the date of commencement of thisAct,—(a)) any reference to the existing Regional Cent re in any law, other than this Act, or in any contract or other instrument, shall be deemed as areference to the Regional Centre;(b)) all properties and assets, movable and immovable, of, or belonging to the existing RegionalCentre shall vest in the Regional Cent re;(c)) all rights and liabilities of the existing Regional Cent re shall be transferred to, and be the rights and liabilities of, the",4
57,57,57,SECTIONS,"Regional Centre;(d)) without prejudice to the provisions of clause ( c)), all debts, obligations and liabilities incurred,all contracts entered into and all matters and things engaged to be done by, with or for, the existing Regional Cent re immediately before the said date, for or in connection with the purposes of the said Regional Cent re shall be deemed to have incurred, en tered into or engaged to be done by, with or for,the Regional Centre;(e)) all sums of money due to the existing Regional Cent re immediately before that date shall be deemed to",4
58,58,58,SECTIONS,"be due to the Regional Centre;(f)) all suits and other legal proceedings institu ted or which could have been instituted by or against the existing Regional Cent re immediately before that date may be continued or may be instituted by or against the Regional Centre;(g)) every employee (including those appointed for imparting instruction or giving training or conducting research in the existing Regional Centre), holding any office under the existing RegionalCentre or teaching therein immediately before the commencement of this Act shall hold his",4
59,59,59,SECTIONS,"office in the Regional Cent re or continue teaching therein by the same tenure and upon the same terms and5 conditions of service as respects remuneration, leave, provident fund, retirement and other terminal benefits as he would have held such office if this Act had not been enacted and shall con ti nu eto do so as an employee of the Regional Cent re or until the expiry of the period of six months from that date if such employee opts not to be the employee of the Regional Cent re within such period .(2)) Notwithstanding anything in the Industrial",4
60,60,60,SECTIONS,"Dispute sAct, 1947 (14 of 1947) or in any other law for the time being in force, absorption of any employee by the Regional Cent re in its regular service under this section shall not entitle such employee to any compensation under that Act or any other law and no such claim shall be entertained by any court, tribunal or other authority.",4
61,61,61,SECTIONS,"6.. Jurisdiction .—The jurisdiction of the Regional Cent re shall extend to whole of India and to suchcentres and specialised laboratories or other units for research, development and instruction, established by the Regional Cent re within or outside India .",5
62,62,62,SECTIONS,"7.. Objectives of Regional Cent re .—The objectives ofthe Regional Cent re shall be —(a)) to disseminate and to advance knowledge by providing instructional and research facilities in such branches of biotechnology and related fields as it may deem fit including technology policy development ;(b)) to provide capacity -building through education, training, research and development in biotechnology and related academic fields for sustainab ledevelopment objectives through regional and international cooperation;(c)) to facilitate transfer of knowledge",5
63,63,63,SECTIONS,and technology relating to biotechnology at the regionallevel;(d)) to create ahub of biotechnology expertise and to address human resources needs in the countries in the region;(e)) to promote and strengthen international co--operation to improve the social and economic conditions and welfare of the people;(f)) to promote and facilitate anetwork of satellite centres in the region as well as within India.,5
64,64,64,SECTIONS,"8.. Functions of Regional Cent re .—The functions of the Regional Centre, shall be —(a)) to establish infrastructure and technology platforms which are directly relevant to biotechnology education, training and research;(b)) to execute education aland training activities including grant of degrees in education and research in biotechnology and related fields;(c)) to produce human resource tailored to drive innovation in biotechnology, particularly in areas of new opportunities and to fill talent gapin deficient areas;(d)) to undertake research and",5
65,65,65,SECTIONS,"development and scientific investigations in collaboration with relevant research cent re ’sin the region;(e)) to hold scientific symposia and conferences within India or in the region or outside the region and to conduct short -term and long -term training courses and workshops in all areas ofbiotechnology;(f)) to collect universally available information with aview to setting up data banks for bi o--information;(g)) to collect and disseminate, through networking, the relevant local knowledge in the field ofbiotechnology, ensuring protection of",5
66,66,66,SECTIONS,"intellectual property rights of local stakeholder communities;(h)) to develop and implement apolicy for intellectual property rights which is equitable and just to the stakeholders involved in research in the Regional Centre;(i)) to disseminate the outcome of research activities in different countries through the publication of books and articles;6((j)) to promote collaborative research and development networking programme in specific areas of biotechnology with national, regional and international networks and promote exchange of scientists,at",5
67,67,67,SECTIONS,the regional level having regard to issues pertaining to intellectual property rights of collaborating institutions pro mot in gequitable sharing of benefits with collaborating institutions.,5
68,68,68,SECTIONS,"9.. Regional Cent re to work in collaboration with other institutions of UNESCO .—The RegionalCentre shall pursue its objects and discharge its functions in close collaboration with other nat ional,regional and international institutions of the UNESCO.",6
69,69,69,SECTIONS,"10. Powers of Regional Cent re .—(1)) The Regional Cent re shall have the following powers,namely:—(a)) to provide for masters degree (including integrated program mes leading to masters degree),post-graduate diploma and doctoral degrees in biotechnology and related subjects at the interface of varied disciplines including physical, chemical, biological, medical, agricultural and engineering and other relevant sciences, as may be determined by the Regional Centre, from time to time;(b)) to provide for short -term and long -term training courses in",6
70,70,70,SECTIONS,"biotechnology on specific issues related to the development, extension, implementation and regulation of biotechnology and relatedareas, as may be specifi edby Statutes, from time to time;(c)) to organise and undertake extramural studies, training and extension services inbiotechnology;(d)) to confer honorary degrees or other academic distinctions referred to in clause ( a)), in the manner specified by the Statutes;(e)) to institute Professorships, Associate Professorships, Assistant Professorships and other academic positions required by the",6
71,71,71,SECTIONS,"Regional Cent re and to appoint persons to such Professorships,Associate Professorships, Assistant Professorships or other academic positions;(f)) to recognise an institution of higher learning within India for the purposes of this Act and to withdraw such recognition in accordance with the norms laid down in the Statutes;(g)) to appoint persons working in any other ins ti tution, including those located outside thecountry, as academic staff of the Regional Cent re for such period as may be specified by the Statutes;(h)) to create administrative,",6
72,72,72,SECTIONS,"technical and other posts and to make appointments thereto, as maybe specified by Statutes;(i)) to co--operate or collaborate or associate with any institution, including those located outside the country, in such manner as may be specified and for such purposes as may be determined or agreed upon by the Regional Centre;(j)) to estab li sh and maintain centres and specialised laboratories or other units for research,development and instruction in India or outside India, as may be determined by the Statutes from time to time;(k)) to institute and",6
73,73,73,SECTIONS,"award fellowships, scholarships, student ships, medals and prizes as may be specified by the Statutes;(l)) to make provision for research and advisory services and for that purpose to enter into such agreements with other institutions, industrial or other organisations, including those located outsidethe country as may be specified by the Statutes;(m)) to organise and conduct refresher courses, workshops, seminars and other program mes forteachers, evaluators and other stakeholders;(n)) to appoint visiting Professors, Professors of Eminence, Ho no",6
74,74,74,SECTIONS,"rary Professors, AdjunctProfessors, Emeritus Professors, Consultants and such other persons who may contribute to the advancement and objects of the Regional Centre;(o)) to determine standards of admission to the Regional Centre, including examination,evaluation or any other method of testing;7((p)) to fix, demand and receive payment of fees and other charges;(q)) to establish, recognise, maintain and manage halls or residences of students of the RegionalCentre and other accommodation for students and to withdraw any such recognition;(r)) to lay",6
75,75,75,SECTIONS,"down conditions of service of all categories of employees, including their code ofconduct;(s)) to regulate and enforce discipline among the students and the employees, and to take such disciplinary measures in this regard as may be deemed by the Regional Cent re to be necessary;(t)) to make arrangements for promoting the health and general welfare of the students and employees of the Regional Centre;(u)) to receive benefactions, donations and gifts and to acquire, ho ldand manage, and dispose of,with the prior approval of the Central Government,",6
76,76,76,SECTIONS,"any property, movable or immovable, including trust and endowment properties, for the purposes or objectives of the Regional Centre;(v)) to borrow money, with the prior appro val of the Central Government on the security of the property of the Regional Centre; and(w)) to do all such other acts and things as may be necessary in furtherance of the objects specified in section 7..(2)) In exercising its powers under sub -section ( 1)), it shall be the endeavour of the Regional Cent re to maintain high standards of education, training and research and the",6
77,77,77,SECTIONS,"Regional Cent re shall, among other measures which may be necessary for the said purpose, take, in particular, the following measures,namely:—(a)) conduct innovative courses and program mes of studies with aprovision for periodic review and restructuring; and(b)) promote e--governance with an effective management information system.",6
78,78,78,SECTIONS,"11. Regional Cent re open to all castes, creed, race or class .—The Regional Cent re or any institution recognised by it shall be open to persons of either sex and whatever caste, creed, race,ethnicity, nationality or class, and it shall not be lawful for the Regional Cent re or such institution to adopt or impose on any person, any test whatsoever of religious belief or profession in order to entitle him to be appointed as amember of the academic staff of the Regional Cent re or such institution or to hold any other office therein or to be admitted as astudent in the Regional Cent re or such institution or to enjoy or exercise any privilege thereof.",7
79,79,79,SECTIONS,"12. Privileges and immunities of Regional Cent re .—The Regional Cent re or persons attending the meetings of the Regi onal Cent re shall enjoy such privileges and immunities as the Central Government may grant, pursuant to agreement entered into between the UNESCO and the Government of India from time to time concerning the Regional Centre.",7
80,80,80,SECTIONS,"13. Authorities of Regional Cent re.—The following shall be the authorities ofthe Regional Centre,namely:—(i)) the Board of Governors;(ii) the Program me Advisory Committee;(iii) the Executive Committee;(iv) the Finance Committee;(v)) the Board of Studies; and(vi) such other authorities as may be declared by the Statutes to be the authorities of the RegionalCentre.",7
81,81,81,SECTIONS,"14. Board of Governors .—(1)) There shall be aBoard of Governors which shall be responsible for the governance of the Regional Centre.8((2)) The Board shall be the apex body of the Regional Cent re and shall consist of the followingmembers, namely: —(a)) Secretary to the Government of India in the Ministry of Science and Techno log y,, Department of Biotechnology —ex officio Chairperson;(b)) three eminent scientists in the relevant field not below the rank of Joint Secretary to the Government of India or equivalent, out of whom at least one shall be",7
82,82,82,SECTIONS,"awoman, to be nominated by the Central Government —ex officio members;(c)) arepresentative of the Director -General of UNESCO;(d)) two representatives from amongst the other member States of UNESCO, who substantially contribute resources to the running of the Regional Centre, in such manner as ma ybe specified by theStatutes—members.(3)) The Chairperson of the Program me Advisory Committee shall be apermanent invitee of theBoard.(4)) The Executive Director of the Regional Cent re shall be the Convenor of the meetings of theBoard.(5)) The",7
83,83,83,SECTIONS,"Chairperson shall ordinarily preside over the meetings of the Board.(6)) The Board shall meet at least once in ayear and at such times as the Chairperson may decide in such manner as may be specified by the Statutes.(7)) The term of office of the members of the Board, other than ex officio members, shall be such as may be specified by the Statute s..(8)) Subject to the provisions of this Act and the Statutes and the Ordinances made thereunder, the Board may regulate its own procedure (including quorum) for the conduct of meetings and transactingbusiness.",7
84,84,84,SECTIONS,"15. Powers and functions of Board .—Subject to the provisions of this Act, the Board shall have the following powers and functions, namely: —(a)) to approve the annual plan and budget of the Regional Centre;(b)) to review, from time to time, the broad policies and program mes of the Regional Centre, andto suggest measures for the improvement and development of the Regional Centre;(c)) to consider the annual report and the annual accounts of the Regional Cent re and the audit report on such accounts;(d)) to study and approve the internal procedures,",8
85,85,85,SECTIONS,"in cluding financial procedure and staff regulations of the Regional Centre;(e)) to approve the organisational structure and number of academic staff and other employees at the Regional Centre;(f)) to convene special consultative sessions of its members, to which it may invite representatives of other interested countries and international organisations in order to obtain proposals for strengthening the scope of services of the Regional Centre;(g)) to carry out projects and activities relevant to the Regional Centre, and to expand the fund -raising strategy and capabilities; and(h)) to frame the Statutes.",8
86,86,86,SECTIONS,"16. Powers and functions of Chairperson .—(1)) The Chairperson shall exercise such powers and discharge such functions as may be delegated to him by the Board or as may be specified by the Statutes.(2)) If for any reason, the Chairperson is unable to attend any meeting of the Board, any member of the Board nominated by the Chairperson shall preside over the meeting .917. Program me Advisory Committee .—(1)) The Program me Advisory Committee shall be the principal academic body of the Regional Cent re and shall, subject to the provisions of this Act,",8
87,87,87,SECTIONS,"adviceplanning, execution, review and monitoring of the scientific and academic program mes of the RegionalCentre .(2)) The Program me Advisory Committee shall consist of the following members, namely: —(a)) aChairperson of the Program me Advisory Committee to be nominated by the Board;(b)) two members to be nominated by the UNESCO;(c)) three members to be nominated by rot ation, from amongst the member States of UNESCOwhich provide maximum financial assistance;(d)) two members having expertise and experience in biotechnology policy and legal",8
88,88,88,SECTIONS,"matters to be nominated by the Central Government;(e)) six members from amongst thepersons being renowned scientist or academician, to be nominated by the Board.(3)) The Executive Director shall be the Member -Secretary, ex officio , to the Program me AdvisoryCommittee.(4)) The Program me Advisory Comm it tee shall be responsible for —(a)) making recommendations on matters of planning and coordinating of the education, training and research activities;(b)) recommending modifications or revision of education, training and research program mes of the",8
89,89,89,SECTIONS,"Regional Cent re and submitting reports thereon;(c)) reviewing annually the program mes of the Regional Centre, evaluating its progress and submitting the reports thereon;(d)) publishing reports on any matter concerning scientific and technical issues referred to it by the Board or by the Executi veDirector;(e)) performing all such duties and to do all such acts as may be necessary for furtherance ofeducation, training and research under this Act;(f)) framing the Ordinances; and(g)) performing such other functions as may be specified by the Statu",8
90,90,90,SECTIONS,"tes.(5)) The fees and allowances payable to members of the Program me Advisory Committee and their term of office shall be such as may be specified by the Statutes.(6)) Subject to the provisions of this Act and the Statutes and Ordinances made thereunder, theProgramme Advisory Committee may regulate its own procedure (including quorum) for the conduct of meetings and transacting of its business:Provided that the Program me Advisory Committee shall place the minutes of its meetings before the Board of Governors.",8
91,91,91,SECTIONS,"18. Executive Committee .—(1)) The Executive Committee shall be responsible for management of the Regional Cent re and implementation of policies and decisions of the Board relating to management.(2)) The constitution, powers and functions of the Executive Committee and the term of office of its members shall be such as may be specified by the Statutes.",9
92,92,92,SECTIONS,"19. Finance Committee .—(1)) The Finance Committee shall review finances, consider the annual budget estimates, the statements of accounts and the aud it reports and make recommendations thereon, to the Board.(2)) The constitution, powers and functions of the Finance Committee and the term of office of its members shall be such as may be specified by the Statutes.10 20. Other authorities of Regional Cent re .—The constitution, powers and functions of other authorities referred to in clause ( vi) of section 13, and the term of office of its members shall be such as may be specified by the Statutes.",9
93,93,93,SECTIONS,"21. Board of Studies .—The constitution, powers and functions of the Board of Studies and the term of office of its members shall be such as may be specified by the Statutes .",10
94,94,94,SECTIONS,"22. Officers of Regional Cent re .—The following shall be the officers ofthe Regional Centre,namely:—(i)) Executive Director;(ii) Deans;(iii) Sub-Deans;(iv) Associate Director (Administration);(v)) Registrar;(vi) Finance Officer; and(vii) such other officers as may be declared by the Statutes to be the officers of the RegionalCentre.",10
95,95,95,SECTIONS,"23. Executive Director .—(1)) The Executive Director shall beappointed on the recommendation of the Board in such manner and on such terms and conditions of service, as may be specified by theStatutes.(2)) The Executive Director shall —(a)) be the principal executive and academic officer of the Regional Centre;(b)) direct the work of the Regional Cent re in conformity with the program mes and directives established by the Board;(c)) propose the draft work plan and budget to be submitted to the Board;(d)) prepare the agenda for the sessions of the",10
96,96,96,SECTIONS,"Board;(e)) prepare reports on the Regional Cent re'sactivities for submission to the Board; and(f)) exercise such other powers and perform such other functions as may be specified by theStatutes.(3)) The financial powers delegated to the Executive Director by the Board shall be such as may be specified by the Statutes.(4)) The Executive Director may, if he is of the opinion that immediate action is necessary on anymatter, exercise any power conferred on any authority of the Regional Cent re by or under this Act and shall rep ortto such authority at its next meeting the action taken by him on such matter .",10
97,97,97,SECTIONS,"24. Deans and Sub -Deans .—The Deans and Sub -Deans shall be appointed in such manner and on such terms and conditions of service, and shall exercise such powers and perform such duties, as may be specified by the Statutes .",10
98,98,98,SECTIONS,"25. Associate Director (Administration) .—(1)) The Associate Director (Administration) shall be appointed in such manner, and on such terms and conditions of service, as may be specified by theStatutes.(2)) The Associate Director (Administration) shall have the power to enter into agreements, sign documents and authenticate records on behalf of the Regional Cent re and shall exercise such powers and perform such duties, as may be specified by the Statutes .",10
99,99,99,SECTIONS,"26. Registrar .—The Registrar shall be appointed in such manner and on such terms and conditions of service and shall exercise such powers and perform such duties, as may be specified by the Statutes.11 27. Finance officer .—The Finance officer shall be appointed in such manner and on such terms and conditions of service and shall exercise such powers and perform such duties, as may be specified by theStatutes.",10
100,100,100,SECTIONS,"28. Other officers .—The manner of appointment and powers and duties and terms and conditions of service of other officers of the Regional Centre, referred to in clause ( vii) of section 22, shall be such as may be specified by the Statutes.",11
101,101,101,SECTIONS,"29. Grants and loans to Regional Cent re .—The Central Government may, after due appropriation made by Parliament by law, in this behalf, make to the Regional Cent re grants and loans of such sums of money and in such manner as that Government may consider necessary for being utilised for the fulfilment of the objects and purposes of this Act.",11
102,102,102,SECTIONS,"30. Fund of Regional Cent re .—(1)) The Regional Cent re shall maintain aFund to which shall becredited—(a)) all moneys provided by the Central Government;(b)) all fees and other charges received by the Regional Centre;(c)) all moneys received by the Regional Cent re by way of grants, gifts, do nations, benefactions,bequests or transfers; and(d)) all moneys received by the Regional Cent re in any other manner or from any other source.(2)) All moneys credited to the Fund shall be deposited in such banks or invested in such manner as the Regional C",11
103,103,103,SECTIONS,"entre may, with the approval of the Central Government, decide.(3)) The fun dshall be applied for meeting —(a)) the fees and allowances payable to the Chairperson and members of the Board or Chairperson of the Program me Advisory Committee and members of the other committees and the salaries,allowances and other remunerations payable to the academic staff, officers and other employees of the Regional Centre;(b)) the expenses of the Regional Cent re in the discharge of its functions and for the fulfilment ofits objects and for purposes as envisaged under this Act.",11
104,104,104,SECTIONS,"31. Annual report .—(1)) The annual report of the Regional Cent re shall be prepared under the directions of the Executive Director, which shall include, among other matters, the steps taken by the Regional Cent re towards the fulfilment of its objectives and shall be submitted to the Board on or before such date as may be specified by the Statutes and the Board shall consider the report in its annualmeeting.(2)) Acopy of the annual report, as prepared under sub -section ( 1)), shall be submitted to the CentralGovernment, which shall, as soon as may be, cause the same to be laid before both Houses of Parliament.",11
105,105,105,SECTIONS,"32. Annual accounts .—(1)) The annual accounts and the balance sheet of the Regional Cent re shall be prepared under the directions of the Board and shall, once at least every year, and at intervals of not more than fifteen months, be audited by the Comptroller and Auditor -General of India.(2)) Acopy of the accounts together with the audit report shall be submitted to the Central Government along with the observations, if any, of the Board.(3)) Acopy of the annual report and annual accounts together with the audit report, shall be submitted to the",11
106,106,106,SECTIONS,"Central Government which shall, as soon as may be , cause the same to be laid before each House ofParliament.(4)) The audited annual accounts, after having been laid before both Houses of Parliament, shall be published in the Official Gazette.",11
107,107,107,SECTIONS,"33. Returns and information .—The Regional Cent re shall furnis hto the Central Government such returns or other information with respect to its property or activities as the Central Government may, from time to time, require, within such period as may be specified by the Central Government .12 34. Review of functioning of Regional Cent re .—(1)) There shall be areview of the functioning of the Regional Cent re once in every four years by persons of eminence to be appointed by the CentralGovernment.(2)) The Regional Cent re shall meet the expenses",11
108,108,108,SECTIONS,"for conducting the review under sub -section ( 1)) and upon receipt of the report of such review, the Board may take appropriate action.(3)) In addition to the review under sub -section ( 1)), the Board may conduct review of functioning of administrative and academic wings of the Region alCentre, in such manner and at such intervals, as maybe specified by the Statutes .",11
109,109,109,SECTIONS,"35. Appointment and conditions of service of employees of Regional Cent re .—(1)) All appointments of employees of the Regional Cent re shall be made in accordance with the procedur elaid down in the Statutes, by —(a)) the Board of Governors for the Executive Director, Deans and Sub -Deans;(b)) the Executive Director, in any other case.(2)) The terms and conditions of service of the employees of the Regional Centre, other than the officers referred to in clause ( vii) of section 22, shall be such as may be specified by the Statutes.(3)) The terms and conditions of service of the academic staff shall be consistent with such staff engaged in higher education and research at Central Universities .",12
