,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title and commencement,1
1,1,SECTIONS,definition chapter and entitlement,1
2,2,SECTIONS,equality and non discrimination,1
3,3,SECTIONS,woman and child with disability,1
4,4,SECTIONS,community life,1
5,5,SECTIONS,protection from cruelty and inhuman treatment,1
6,6,SECTIONS,protection from abuse violence and exploitation,1
7,7,SECTIONS,protection and safety,1
8,8,SECTIONS,home and family,1
9,9,SECTIONS,reproductive right,1
10,10,SECTIONS,accessibility in voting,1
11,11,SECTIONS,access to justice,1
12,12,SECTIONS,legal capacity,1
13,13,SECTIONS,provision for guardianship,1
14,14,SECTIONS,designation of authority to support chapter,1
15,15,SECTIONS,duty of educational institution,1
16,16,SECTIONS,specific measure to promote and facilitate inclusive education,1
17,17,SECTIONS,adult education chapter development and employment,1
18,18,SECTIONS,vocational training and self employment,1
19,19,SECTIONS,nondiscrimination in employment,1
20,20,SECTIONS,equal opportunity policy,1
21,21,SECTIONS,maintenance of record,1
22,22,SECTIONS,appointment of grievance redressal officer chapter security health rehabilitation and recreation,1
23,23,SECTIONS,social security,1
24,24,SECTIONS,health care,1
25,25,SECTIONS,insurance scheme,1
26,26,SECTIONS,rehabilitation,2
27,27,SECTIONS,research and development,2
28,28,SECTIONS,culture and recreation,2
29,29,SECTIONS,sport activity chapter provision for person with bench mark y,2
30,30,SECTIONS,free education for child with bench mark disability,2
31,31,SECTIONS,reservation in high educational institution,2
32,32,SECTIONS,identification of post for reservation,2
33,33,SECTIONS,reservation,2
34,34,SECTIONS,incentive to employer in private sector,2
35,35,SECTIONS,special employment exchange,2
36,36,SECTIONS,special scheme and development pro gramme chapter pro vision for person with disability with high support need,2
37,37,SECTIONS,special provision for person with disability with high support chapter and responsibility of appropriate government,2
38,38,SECTIONS,awareness campaign,2
39,39,SECTIONS,accessibility,2
40,40,SECTIONS,access to transport,2
41,41,SECTIONS,access to information and communication technology,2
42,42,SECTIONS,consumer good,2
43,43,SECTIONS,mandatory observance of accessibility norm,2
44,44,SECTIONS,time limit for make exist infrastructure and premise accessible and action for that purpose,2
45,45,SECTIONS,time limit for accessibility by service id ers,2
46,46,SECTIONS,human resource development,2
47,47,SECTIONS,social audit chapter of institution for person with disability and grant to such,2
48,48,SECTIONS,competent authority,2
49,49,SECTIONS,registration,2
50,50,SECTIONS,application and grant of certificate of registration,2
51,51,SECTIONS,revocation of registration,2
52,52,SECTIONS,appeal,2
53,53,SECTIONS,act not to apply to institution establish or maintain by central or state government,2
54,54,SECTIONS,assistance to register institution chapter of specify disability,2
55,55,SECTIONS,guideline for assessment of specify disability,2
56,56,SECTIONS,designation of certify authority,3
57,57,SECTIONS,procedure for certification,3
58,58,SECTIONS,appeal against a decision of certify authority chapter xi central and state advisory board on disability and district level committee,3
59,59,SECTIONS,constitution of central advisory board on disability,3
60,60,SECTIONS,term and condition of service of member,3
61,61,SECTIONS,disqualification,3
62,62,SECTIONS,vacation of seat by member,3
63,63,SECTIONS,meeting of the central advisory board on disability,3
64,64,SECTIONS,function of central advisory board on disability,3
65,65,SECTIONS,state advisory board on disability,3
66,66,SECTIONS,term a condition of service of member,3
67,67,SECTIONS,disqualification,3
68,68,SECTIONS,vacation of seat,3
69,69,SECTIONS,meeting of state advisory board on disability,3
70,70,SECTIONS,function of state advisory board on disability,3
71,71,SECTIONS,district level committee on disability,3
72,72,SECTIONS,vacancy not to invalidate proceeding chapter commissioner and state commissioner for person with disability,3
73,73,SECTIONS,appointment of chief commissioner and commissioner,3
74,74,SECTIONS,function of chief commissioner,3
75,75,SECTIONS,action of appropriate authority on recommendation of chief commissioner,3
76,76,SECTIONS,power of c commissioner,3
77,77,SECTIONS,annual and special report by chief commissioner,3
78,78,SECTIONS,appointment of state commissioner in state,3
79,79,SECTIONS,function of state commissioner,3
80,80,SECTIONS,action by appropriate authority on recommendation of state commissioner,3
81,81,SECTIONS,power of state commissioner,3
82,82,SECTIONS,annual and special report by state commissioner chapter court,3
83,83,SECTIONS,special court,3
84,84,SECTIONS,special public prosecutor chapter fund for person with disability,3
85,85,SECTIONS,national fund for person with disability,3
86,86,SECTIONS,account and audit chapter fund for person with disability,3
87,87,SECTIONS,state fund for person with disability and penalty,3
88,88,SECTIONS,punishment for contravention of provision of act or rule or regulation make thereunder,4
89,89,SECTIONS,of fence by company,4
90,90,SECTIONS,punishment for fraudulently avail any benefit meant for person with bench mark disability,4
91,91,SECTIONS,punishment for of fence of atrocity,4
92,92,SECTIONS,punishment for failure to furnish information,4
93,93,SECTIONS,previous sanction of appropriate government,4
94,94,SECTIONS,alternative punishment chapter,4
95,95,SECTIONS,application of other law not bar,4
96,96,SECTIONS,protection of action take in good faith,4
97,97,SECTIONS,power to remove difficulty,4
98,98,SECTIONS,power to amend schedule,4
99,99,SECTIONS,power of central government to make rule,4
100,100,SECTIONS,power of state government to make rule,4
101,101,SECTIONS,repeal and saving the right of person with disability act no of act to give effect to the united nation convention on the right of person and for matter connect therewith or incidental thereto whereas the united nation general assembly adopt it convention on the right of person swith disability on the day of and whereas the aforesaid convention lay down the follow principle for empowerment of per sons with disability,4
102,102,SECTIONS,a respect for inherent dignity individual autonomy include the freedom to make one and independence of non full and effective participation and inclusion in respect for difference and acceptance of person with disability a part of human diversity and hum ani tye equality of equality between men and respect for the evolve capacity of child with tie and respect for the right with disability to preserve,4
103,103,SECTIONS,their id en ti tie sand whereas be a signatory to the say convention and whereas ratify the say convention on the day of whereas it be consider necessary to implement the convention aforesaid be it enact by parliament in the sixty seventh year of the republic of a follow chapter i,4
104,104,SECTIONS,short title and commencement this act may be call the right of person act it shall come into force on such a the central government may by notification in the official gazette appoint,5
105,105,SECTIONS,definition in this act unless the context otherwise require a appellate authority mean an authority notify under sub section of section or subsection of section or designate under sub section of section a the case may appropriate government mean i in relation to the central government or any establishment wholly or by that government or a cantonment board constitute under the cantonment of the central in relation to a,5
106,106,SECTIONS,state government or any establishment wholly or substantially that government or any local authority other than a cantonment board the barrier mean any factor include communication al cultural economic environmental institutional political social attitudinal or al factor which hamper the full and effective participation of person with disability in society,5
107,107,SECTIONS,notification no so e date see gazette of extraordinary part care giver mean any person include parent and other family member who with or without payment provide care support or assistance to a per so n with certify authority mean an authority designate under sub section of section communication include mean and format of communication language display of tactile communication sign large,5
108,108,SECTIONS,print accessible write audio video sign language plain language human reader augmentative and alter native mode and accessible information and communication competent authority mean an authority appoint under section discrimination in relation to disability mean any distinction exclusion restriction on the basis of dis ability which be the purpose or effect of impair or nullify the recognition enjoy mentor exercise on an equal basis with of all human right,5
109,109,SECTIONS,and fundamental freedom in the political economic social cultural civil or any other field and i all form of discrimination and denial of reasonable accommodation i establishment include a government establishment and private fund mean the national fund constitute under section government establishment mean a corporation establish by or under a central act or state act or an authority or a body own or control or aid by the government or a local authority or a government company a,5
110,110,SECTIONS,define in section of the company act of include a department of the high support mean an intensive support physical psychological and otherwise which maybe require by a person with bench mark disability for daily activity to take independent and informed decision to access facility and participate in all area of life education employment family and community life and treatment and the rap ym inclusive education mean a system of education wherein student with and,5
111,111,SECTIONS,without disability learn together and the system of teach and learn be suitably adapt to meet the learning need of different type of student with information and communication technology include all service and innovation relate to information and communication include service web base service and digital and virtual service so institution mean an institution for the reception care protection education training rehabilitation and any other activity for,5
112,112,SECTIONS,person with disability p local authority mean a municipality or a panchayat a define in clause e and clause article of the constitution a cantonment board constitute under the cantonment act of and any other authority establish under an act of parliament or a state legislature to administer the civic notification mean a notification publish in the official gazette and the expression notify or notify shall be construe person with bench mark disability,5
113,113,SECTIONS,mean a person with not less than forty per cent of disability where specify disability have not be define in measurable term and include a person with disability where specify disability have be de fin in measurable term a certify by the certify authority person with disability mean a person with long term physical mental intellectual or sensory impairment which in interaction with barrier hind ers his full and effective pat ion in society equally with other st person with disability have,5
114,114,SECTIONS,high support need mean a person with bench mark disability certified under clause a of sub section of section who need high mean by rule make under this private establishment mean a company firm or other society association st rust agency institution organ is at ion union factory or such other establishment a the appropriate govern me may by notification public building mean a government or private building use or access by the public,5
115,115,SECTIONS,at large include a building use for educational or vocational purpose workplace public utility r cultural leisure or recreational activity medical or law enforcement agency reformatory or judicial for as railway station or bus stand or terminus airport or public facility and service include all form of delivery of service to the public at housing educational and vocational training employment and career,5
116,116,SECTIONS,advancement shopping or marketing religious cultural leisure or recreational medical health a rehabilitation banking finance and insurance communication postal and information access to justice reasonable accommodation mean necessary and appropriate modification and adjustment swith out impose a disproportionate or undue burden in a particular case to ensure to person the enjoyment or exercise of right equally with register organ is at ion mean an,5
117,117,SECTIONS,association of person with disability or a disabled person organ is at ion association of parent of person with disability association of person and family member or a voluntary or non governmental or table organ is at ion or trust society or non profit company work for the welfare of the person with disability duly registered under an act of parliament or a state legislature za rehabilitation ref ers to a process aim at enable person wit h disability to attain and maintain optimal physical,5
118,118,SECTIONS,sensory intellectual psychological environmental or social special employment exchange mean any office or place establish and maintain by the government for the collect ion and furnish of information either by keep of register or otherwise regard i person who seek to engage employee from amongst the person with person with bench mark disability who seek vacancy to w person with bench mark disability seek employment may specify,5
119,119,SECTIONS,disability mean the disability a specify in the transportation system include road transport rail transport air transport water port para transit system for the last mile connectivity road and street universal design mean the design of product environment pro gramme and service tobe usable by all people to the great extent possible without the need for adaptation or and shall apply to assistive device include advanced technology for particular group of per sons with and entitlement,5
120,120,SECTIONS,equality and non discrimination the appropriate government shall ensure that the person swith disability enjoy the right to equality life with dignity and respect for his or her integrity equally with the appropriate government shall take step to the capacity of person with dis ability by providing appropriate no person with disability shall be discriminate on the ground of disability unless it be show that the impugn act or omission be a proportionate mean of achieve a legitimate,7
121,121,SECTIONS,no person shall be deprive of his or her personal liberty only on the ground of the appropriate government shall take necessary step to ensure reasonable accommodation for per sons with disability,7
122,122,SECTIONS,woman and child with disability the appropriate government and the shall take measure to ensure that the woman and child with disability enjoy their with the appropriate government and local authority shall ensure that all child with have right on an equal basis to freely express their view on all matter affect them and provide them appropriate support keep in view their age and disability,8
123,123,SECTIONS,community life the person with disability shall have the right to live in the the appropriate government shall en de avo ur that the person with disability be a not oblige to live in any particular living arrangement give access to a range of in house residential and other support personal assistance necessary to support living with due regard to age and gender,8
124,124,SECTIONS,protection from cruelty and inhuman treatment the appropriate government shall take me a sures to protect person with disability from be subject to torture cruel inhuman or no person with disability shall be a of any research without i his or her free and consent obtain through accessible mode mean and format of communication prior permission of a committee for research on disability constitute in the for the purpose by the appropriate government in,8
125,125,SECTIONS,which not less tha n half of the themselves be either person with disability or member of the register organ is at ion as defined under clause z of section,8
126,126,SECTIONS,protection from abuse violence and exploitation the appropriate government shall take me a sures to protect person with disability from all form of abuse violence and exploitation and to prevent the same shall a take cognizance of incident of abuse violence and exploitation and provide legal ie sa vailable against such take step for avoid such incident and prescribe the procedure for it take step to rescue protect and rehabilitate victim of such incident create awareness and,8
127,127,SECTIONS,make available information among the any person or register organ is at ion who or which have reason to believe that an act of abuse violence or exploitation have be or be be or be likely to be commit against any person w may give information about it to the executive magistrate within the local limit of whose jurisdiction such incident the executive magistrate on receipt of such information shall take immediate step to stop or prevent it a the case may be or such order a he,8
128,128,SECTIONS,fit for the protection of such person with d is ability include an order a to rescue the victim of such act a ut ho rise the police or any organ is at ion work for per sons with disability to provide for the safe custody or rehabilitation of such person or both as the case may for provide protective custody to the person with disability if such person so to provide maintenance to such person with any police officer who a complaint or otherwise come to know of abuse violence,8
129,129,SECTIONS,or exploitation towards any person with disability shall inform the aggrieve person of a his or her right to apply for protection under sub section and the par tic of the executive magistrate have jurisdiction to provide the particular of the near organ is at ion or institution work for the rehabilitation of per sons with the right to free legal aid the right to f a complaint under the provision of this act or any other law deal with such of fence provided that nothing in this,8
130,130,SECTIONS,section shall be construe in any manner a to relieve the police officer from his duty to proceed in accordance with law upon t of information a to the commission of a cognizable if the executive magistrate find that the allege act or behaviour con st it ut es an of fence under the in dian penal code of or under any other law for the time be in force he may forward the complaint to that effect to the judicial or metropolitan magistrate a the case may be have jurisdiction in the mat,8
131,131,SECTIONS,protection and safety the person with disability shall have equal protection and safety in si tua ti ons of risk arm conflict humanitarian emergency and natural the national disaster management authority and the state di sa st er management authority shall take appropriate measure to ensure inclusion of person with disability in it disaster a define under clause e of section of the dis aster management act of for the safety and protection of person with,9
132,132,SECTIONS,the district disaster management authority constitute under section of the disaster management act of shall maintain record of detail of person with disability in the district and take suitable measure to inform such person of any situation of risk so a to enhance disaster the authority engage in reconstruction activity subsequent to any situation of risk armed conflict or natural disaster shall undertake such activity in consultation with the concerned state commissioner in accordance with the accessibility requirement of person with disability,9
133,133,SECTIONS,home and family no child with disability shall be separate from his or her parent on the ground of disability except on an order of competent court if require in the best interest of the where the parent be unable to take care of a child with disability the competent court shall place such child with his or her near relation and fail that within the community in a family set or in exceptional case in shelter home run by the appropriate government or non governmental organ is at ion as may be require,9
134,134,SECTIONS,reproductive right the appropriate government shall ensure that person have access to appropriate information regard reproductive and family no person with disability shall be subject to any medical procedure which lead to infertility without his or her free and inform consent,9
135,135,SECTIONS,accessibility in voting the election commission of and the state election ensure that all polling station be accessible to person with disability and all material related to the electoral process be easily understandable by and accessible to them,9
136,136,SECTIONS,access to justice the appropriate government shall ensure that person with disability are able to ex er cise the right to access any court tribunal authority commission or any other body or quasi judicial or investigative power without discrimination on the basis of the appropriate government shall take step to put in place suitable support measure for person swith disability specially those living outside family and those disabled require high support legal the,9
137,137,SECTIONS,national legal service authority and the state legal service authority under the legal service authority act of shall make provision include reasonable accommodation to ensure that person with disability have access to any scheme pro gramme facility or service offer by them equally with o the appropriate government shall take step to a ensure that all their public document be in accessible ensure that the filing department registry or any other office of record be,9
138,138,SECTIONS,supply with necessary equipment to enable filing store and refer to the document and evidence inaccessible format make available all necessary facility and equipment to facilitate record of or opinion give by person with disability in their language and mean of communication,9
139,139,SECTIONS,legal capacity the appropriate government shall ensure that the person with right equally with to own or inherit property movable or immovable control their and have access to bank loan mortgage and other form of financial the appropriate government shall ensure that the person with disability enjoy legal capacity on an equal basis with in all aspect of life and have the right to al recognition everywhere a any other person before the when a conflict,10
140,140,SECTIONS,of interest ar is es between a person provide support and a person with disability in a particular financial property or other economic transaction then such support per son shall abstain from provide support to the person with disability in that transaction provided that there shall not be a presumption of conflict of interest just on the basis that the supporting person be related to the person with disability by d affinity or a person with disability may alter modify or dismantle any support arrangement and seek,10
