,Unnamed: 0,Title,Paragraph Text,Page No
0,0,PRELIMINARY,short title extent and commencement this act may be call the integrate good tax act it shall extend to the whole of except the state of jam mu and it shall come into force on such a the central government may by notification in the official gazette appoint provided that different date may be appoint for different provision of this act and any reference in any such provision to the commencement of this act shall be construe a a reference to the coming into force of that provision,3
1,1,PRELIMINARY,definition in this act unless the context otherwise central good and service tax act mean the central good and service tax act central tax mean the tax levy and collect under the central good and service continuous journey mean a journey for which a single or more than one ticket or invoice at the same time either by a single supplier of service or through an agent act on behalf of more than one supplier of service and which no stopover between any of the leg,3
2,2,PRELIMINARY,of the journey for which one or more separate ticket or invoice be for the purpose of this clause the term stopover mean a place where a passenger can disembark either to transfer to another conveyance or break his journey for a certain period in order to resume it at a later point of custom frontier of mean the limit of a custom area a define in section of the customs act of export of good with it grammatical variation and cognate expression mean taking goods out,3
3,3,PRELIMINARY,of to a place outside export of service mean the supply of any service the supplier of service be locate in the recipient of service be locate outside the place of supply of service be outside the payment for such service have be receive by the supplier of service in convertible foreign exchange in in dian rupee wherever permit by the reserve bank of the supplier of service and the recipient of service be not merely establishment of a distinct person in accordance with explanation in section,3
4,4,PRELIMINARY,june for section and notification no e date the june see gazette of extraordinary part sec for section to to to notification no date june see gazette of extraordinary part sec i,3
5,5,PRELIMINARY,in by act of s fix establishment mean a place other than the register place of business which by a sufficient degree of permanence and suitable structure in term of human and technical resource to supply service or to receive and use service for it own good and service tax compensation to state act mean the good and service tax compensation to state act of government mean the central import of good with it,3
6,6,PRELIMINARY,grammatical variation and cognate expression mean brin ging goods into from a place outside import of service mean the supply of any service the supplier of service be locate outside the recipient of service be locate in the place of supply of service be in integrate tax mean the integrate good and service tax levy under this intermediary mean a broker an agent or any other person by whatever name call who ar rang es or the supply of,3
7,7,PRELIMINARY,good or service or both or security between two or more per sons but do not include a person who supply such good or service or both or security on hi sown location of the recipient of service me ansa where a supply be receive at a place of business for which the registration have the location of such place of where a supply be receive at a place other than the place of business for which registration have be obtain a fix establishment elsewhere the location of such,3
8,8,PRELIMINARY,where a supply be receive at more than one establishment whether the place of business or fix establishment the location of the establishment most directly concerned with the receipt of the supply in absence of such place the location of the usual place of residence of the location of the supplier of service me ansa where a supply be make from a place of business for which the registration have the location of such place of where a supply be make from a place,3
9,9,PRELIMINARY,other than the place of business for which registration have be obtain a fix establishment elsewhere the location of such where a supply be make from more than one establishment whether the place of business or fix establishment the location of the establishment most directly concerned with the provision of the supply in absence of such place the location of the usual place of residence of the nontaxable on line recipient mean any government local authority governmental authority an,3
10,10,PRELIMINARY,individual or any other person not register and receive on line information and data base access or retrieval service in relation to any purpose other than commerce industry or any other business or profession locate in taxable territory explanation for the purpose of this clause the expression governmental authority mean an authority or a board or any other set up by an act of parliament or a state legislature establish by any with ninety per cent or more participation by way of equity or,3
11,11,PRELIMINARY,control to carry out any a panchayat under article or to a municipality under article of on line information and data base access or retrieval service mean service whose deliver yis mediate by information technology over the inter net or an electronic network and the nature of which render their supply essentially auto mate and involve minimal human intervention and impossible to ensure in the absence of information technology and include electronic service such a si advertising,3
12,12,PRELIMINARY,on the provide cloud provision of movie music soft ware and other intangible through telecommunication network or provide data or information retrievable or otherwise to any person in electronic form through a computer on line supply of digital content movie television show music and the digital data storage on line output tax in relation to a taxable person mean the integrate tax chargeable under this act on taxable supply of,3
13,13,PRELIMINARY,good or service or both make by him or by his agent but tax payable by him on reverse charge special economic zone shall have the same meaning a assign to it in clause za of section of the special economic zone act of special economic zone developer shall have the same meaning a assign to it in clause g of section of the special economic zone act of and include an authority a define in clause d and a cod eve loper a define in clause f of section of the,3
14,14,PRELIMINARY,supply shall have the same meaning a assign to it in section of the central good tax taxable territory mean the territory to which the provision of this act zero rated supply shall have the meaning assign to it in section word and expression use and not define in this act but define in the central good tax act the union territory good and service tax act and the good and service tax compensation to state act shall have the same meaning a assign to,3
15,15,PRELIMINARY,them in those any reference in this act to a law which be not in force in the state of jam mu and ka sh mir shall in relation to that state be construe a a reference to the correspond law if any in force in that state chapter,3
16,16,PRELIMINARY,appointment of officer the board may appoint such central tax officer a it think fit the power under this act,5
17,17,PRELIMINARY,author is at ion of officer of state tax or union territory tax a proper officer in without prejudice to the provision of this act the officer appoint under the state goods and service tax act or the union territory good and service tax act be a ut ho rise to be the proper officer for the purpose of this act subject to such exception and condition a the government shall on the recommendation of the council by notification specify,5
18,18,PRELIMINARY,in by act of s chapter and collection of tax,5
19,19,PRELIMINARY,levy and collection subject to the provision of subsection there shall be levy a tax cal led the integrate good and service tax on all interstate supply of good or service or both except on the supply of alcoholic liquor for human consumption on the value determine under section of the central good and service tax act and at such rate not exceed forty per cent a may be notify by the government on the recommendation of the council and collect in such manner a may and shall be pa id by the,6
20,20,PRELIMINARY,taxable person provided that the integrate tax on good import into shall be levy and collect inaccordance with the provision of section of the custom tariff act of on the value as determined under the say act at the point when duty of custom be levy on the say good under section of the custom act of the integrate tax on the supply of petroleum crude high speed diesel motor spirit commonly known a petrol natural gas and aviation turbine fuel shall be levy with effect from,6
21,21,PRELIMINARY,such date a may be notified by the government on the recommendation of the the government may on the recommendation of the council by notification specify supply of good or service or both the tax on which shall be pa id on reverse charge basis by the recipient of such good or service or both and all the provision of this act shall apply to such recipient as if he be the person liable for pay the tax in relation to the supply of such good or service or the government may on the recommendation,6
22,22,PRELIMINARY,of the council by notification specify a class of registered person who shall in respect of supply of specify category of good or service or both received from an unregistered supplier pay the tax on reverse charge basis a the recipient of such supply of good or service or both and all the provision of this act shall apply to such recipient a if he be the person liable for pay the tax in relation to such supply of good or service or the government may on the recommendation of the council by notification specify,6
