,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter of mint,1
2,2,SECTIONS,power to establish and abolish,1
3,3,SECTIONS,denomination dimension design and composition of coin,1
4,4,SECTIONS,standard weight and remedy,1
5,5,SECTIONS,coin when a legal tender,1
6,6,SECTIONS,decimal system of coinage,1
7,7,SECTIONS,power to call in coin chapter deface and counterfeit coin,1
8,8,SECTIONS,power to certain person to t diminish or deface coin,1
9,9,SECTIONS,power to certain person to cut counterfeit coin,1
10,10,SECTIONS,power of mint to delegate it and penalty,1
11,11,SECTIONS,prohibition of make or melt or destruction of coin,1
12,12,SECTIONS,penalty for contravention of section,1
13,13,SECTIONS,prohibition and penalty for unlawful make issue or possession of piece of metal to be use as money,1
14,14,SECTIONS,prohibition and penalty for bring metal piece for use a coin,1
15,15,SECTIONS,of fence by,1
16,16,SECTIONS,forfeiture,1
17,17,SECTIONS,probation of offender act not to apply to of fence under this act,1
18,18,SECTIONS,of fence to be cognizable bailable and non compoundable,1
19,19,SECTIONS,amendment of act of,1
20,20,SECTIONS,of fence may be try,1
21,21,SECTIONS,protection of action take in good faith,2
22,22,SECTIONS,power to remove difficulty,2
23,23,SECTIONS,power to make rule,2
24,24,SECTIONS,rule to be laid before parliament,2
25,25,SECTIONS,save of make other coin at mint,2
26,26,SECTIONS,repeal and saving,2
27,27,SECTIONS,continuance of exist coinage act no of sept ember act to consolidate the law relate to coinage and the mint the protection of coinage and to provide for the prohibition of melt or destruction of coin and prohibit the make or the possession thereof for issue and for matter connect therewith or incidental there tobe it enact by p ar li ament in the sixty second year of the republic of a follow chapter i,2
28,28,SECTIONS,short title extent and commencement this act may be call the coinage act it to the whole of it shall come into force on such a the central government may by notification in the official gazette appoint,3
29,29,SECTIONS,definition in this act unless the context otherwise require a coin mean any coin which be make of any metal or any other material stamp by the government or any other authority empower by the government in this behalf and which be a legal tender include commemorative coin and government of one rupee note explanation for the removal of doubt it be hereby clarify that a coin do not include the credit card debit card postal order and e money issue by any bank post office or,3
30,30,SECTIONS,commemorative coin mean any coin stamp by the government or any other authority em powered by the government in this behalf to commemorate any specific occasion or event and expressed in in dian deface mean any type of clip filing stamp or such other alteration of the surface or shape of a coin a be readily distinguishable from the effect or rea so nab government mean the central govern men te issue mean to put a coin into circulation for use a metal mean any metal base metal alloy,3
31,31,SECTIONS,gold silver or any other material which may by the government for the purpose of any mint mean the security printing and mint corporation of limited form and incorporated under the company act of or any other organ is at ion establish by or under the authority of the government to make a coin by stamp notification mean notification publish in the official per cent mean the percentage of metal for any mean by,3
32,32,SECTIONS,rule make under this remedy mean variation from the standard weight and standard weight mean the weight for any coin,3
33,33,SECTIONS,th march notification no so date th march see gazette of extraordinary part s of mint,3
