,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title and commencement,1
1,1,SECTIONS,definition,1
2,2,SECTIONS,headquarters of commission,1
3,3,SECTIONS,reference to commission for fill up of vacancy,1
4,4,SECTIONS,procedure for selection of judge of supreme court,1
5,5,SECTIONS,procedure for selection of judge of high court,1
6,6,SECTIONS,power of president to require reconsideration,1
7,7,SECTIONS,officer and employee of commission,1
8,8,SECTIONS,procedure for transfer of judge,1
9,9,SECTIONS,procedure to be follow by commission in discharge of it function,1
10,10,SECTIONS,power to make rule,1
11,11,SECTIONS,power to make regulation,1
12,12,SECTIONS,rule and regulation to be laid before parliament,1
13,13,SECTIONS,power to remove difficulty national judicial appointment commission act no of act to regulate the procedure to be follow by the national judicial for recommend person for appointment a the chief justice of and other judge of the supreme court and chief justice and other judge of high court and for their transfer and for matter connect therewith or incidental there tobe it enact by parliament in the sixty fifth year of the republic of a follow,1
14,14,SECTIONS,short title and commencement this act may be call the national judicial appoint act it shall come into force on such a the central government may by notification in the official gazette appoint,2
15,15,SECTIONS,definition in this act unless the context otherwise require a chair person mean the chair person of the commission mean the national judicial appointment commission refer to in of the high court mean the high court in respect of which recommendation for appointment of a judge be prop to be make by the member mean a member of the n and include it chair per so ne mean by the rule make under this regulation mean the regulation make by the commission under this act,2
16,16,SECTIONS,headquarters of commission the headquarters of the commission shall be at,2
17,17,SECTIONS,reference to commission for fill up of vacancy central government shall wit hi na period of thirty day from the date of come into force of this act intimate the vacancy exist in g in the post of judge in the supreme court and in a high court to the commission for ing its recommend a ti ons to fill up such the central government shall six month prior t o the date of occurrence of any vacancy by reason of completion of the term of a judge of the supreme court or of a high court make a reference to the,2
18,18,SECTIONS,commission for make it recommendation to fill up such the central government shall within a period of thirty day from the date of occurrence of any vacancy by reason of death or resign at ion of a judge of the supreme court or of a high court make a reference to the commission for make it recommendation to fill up such vacancy,2
19,19,SECTIONS,procedure for selection of judge of supreme court the commission shall recommend for appoint me the senior most judge of the supreme court a the chief justice of if he be considered fit to hold the office provided that a member of the sion who se name be be consider for recommendation shall not participate in the the commission shall on the basis of ability merit and any other criterion of suitability a may by regulation d the name for appoint me a a judge of the supreme court,2
20,20,SECTIONS,from amongst person who be e to be appoint a such under clause of article of the constitution provided that while make recommendation for appointment of a high judge apart from seniority the ability and merit of such judge shall be consider,2
21,21,SECTIONS,notification no so date by see gazette of extraordinary part s far that the commission shall not om mend a person for appointment if any of the commission do not agree for such the commission may by regulation such other procedure and condition for selection and appointment of a judge of the supreme court a it may consider necessary,2
22,22,SECTIONS,procedure for selection of judge of high the commission shall recommend for appoint men t a judge of a high court to be the chief justice of a high court on the basis of inter se seniority of high court judge and ability merit and any other criterion of suitability a may be the commission shall seek nomination from the chief justice of the concern high court for the purpose of recommend for appointment a person to be a judge of that the commission shall also on the basis of ability merit and,3
23,23,SECTIONS,any other criterion of suitability a maybe specify by regulation nominate nam e for appointment a a judge of a high court from amongst per sons who be eligible to be a such under clause of article of the constitution and forward such name to the chief justice of the concerned high court for it before make any nomination under sub section or give it view under subsection the chief justice of the concerned high t shall consult two senior most judge of that high court and such other,3
24,24,SECTIONS,judge and eminent e of that high a may be specify by after receive view and nomination under sub section and the commission may recommend for appointment the person who be found it able on the basis of ability merit and any other criteria of suitability a may be specify by the commission shall not recommend a person for appointment under this section if any of the commission do not agree for such the commission shall elicit in the,3
25,25,SECTIONS,view of th e governor and the chief minister of th estate concerned before make h recommendation in such manner a may be specify by the commission may by regulation specify such other procedure and condition for selection and appointment of a chief justice of a high and a judge of a high court a it may consider necessary,3
26,26,SECTIONS,power of president t o require reconsideration the president shall on the recommendation sma de by the commission appoint the chief justice of or a judge of the supreme or a the case may be the chief justice of a high court or the judge of a high court provided that the president may if require the commission to reconsider either generally or the recommendation make by it provided far that if the commission make a men dation after reconsideration in accordance with the provision,3
27,27,SECTIONS,contain in section or the president shall make the appointment and employee of commission the central government may in consul ta ti on with the commission appoint such number of officer and other employee for the discharge of function of the commission under this the term and other condition of service of officer and other of the commission a p pointed under sub section sh al l be such a may be the convey or of the commission shall be the secre to the government of in the department of justice,3
28,28,SECTIONS,procedure for of judge st he commission shall recommend for transfer of chi and other judge of high court from one high court to any other high court an d for this purpose specify by regulation the procedure for such transfer,3
29,29,SECTIONS,procedure to be follow by commission in discharge of it function the commission shall have the power to specify by regulation the re for the discharge of it the commission shall meet at such time and e a the chair per son may direct and observe such rule of procedure in regard to the transact ion of business at it meeting include the quorum at its meeting a it may specify by regulation,3
30,30,SECTIONS,power to make rule the central government may by notification in the official gazette make rule to carry out the provision of this in particular and without prejudice to the genera li of the forego power such rule may provide for all or any of the follow matter namely a the fee and allowance payable to the eminent person nominate under subclause d of clause of article of the the term and other condition of service of officer and other employee of the commission under subsection of section any other matter which be to be or may be in respect of which provision be to be made by the rule,4
31,31,SECTIONS,power to make regulation the commission may by notification in the off gazette make regulation consistent with this act and the rule make thereunder to c out the provision of this in particular and without prejudice to the genera li of the forego power such regulation may provide for all or any of the follow matter namely a the criterion of suitability with respect to appointment of a judge of the supreme court under subsection of section b other procedure and condition for,4
32,32,SECTIONS,selection and appointment of a judge of the supreme court under sub section of section the criterion of suitability with respect t o appointment of a judge of the high court under subsection of section other judge and eminent advocate who may be consult by the chief justice under subsection of section e the manner of elicit view of the govern or and the chief minister under subsection of section other procedure and condition for selection and appointment of a judge of the high court under,4
33,33,SECTIONS,sub section of section the re for transfer of chief tic es and other judge from one high court to any her high court under section h the procedure to be follow by the mission in the discharge of it function under subsection of section the e of procedure in regard to the transact ion of business at the meeting of the quorum at it meeting under sub section of section any other matter which be require to be or m ay be specify by regulation or in,4
34,34,SECTIONS,respect of which provision be to be make by and regulation to be laid before parliament every rule and regulation make under this act shall b e laid a soon a may be after it be make before each house of parliament while it be in sess io n for a total period of thirty day which may be comprise in one session or in two or mo re successive session and if before the expiry of the session immediately follow the s sion or the successive session aforesaid both house agree in make any modification in the rule,4
35,35,SECTIONS,or regulation or both house agree that the rule or regulation should not be mad e the rule or regulation shall thereafter have effect only in such modify form or be of no effect a the case may be so however that any or annulment shall be wi th out prejudice to the validity of anything previously do under that rule or regulation,4
36,36,SECTIONS,power to remove difficulty if any difficulty ar is es in give effect to the provision of this act the ce government may after consultation with the n by an order publish in the official gazette make such provision not inconsistent wit h the provision of this act a appear to it to be necessary or expedient for remove the difficulty provided that no such order shall be make after the expiry of a period of five year from the date of commencement of this every order make under this section shall a soon a m ay be after it be make be laid before each house of parliament,5
