,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter of schedule disease,1
2,2,SECTIONS,appointment of veterinary officer,1
3,3,SECTIONS,report ing schedule disease obligatory,1
4,4,SECTIONS,duty to segregate infect animal,1
5,5,SECTIONS,notification of control area and free area,1
6,6,SECTIONS,prohibition of movement of animal from control area,1
7,7,SECTIONS,vaccination mark and issue of vaccination certificate,1
8,8,SECTIONS,content of vaccination certificate,1
9,9,SECTIONS,entry and exit of animal into control area and free area,1
10,10,SECTIONS,precautionary measure in relation to control area,1
11,11,SECTIONS,prohibition of market fair exhibition in the control area,1
12,12,SECTIONS,prohibition of bring of infect animal into market and other place,1
13,13,SECTIONS,check post and quarantine camp,1
14,14,SECTIONS,inspection and detention of animal at check post and quarantine camp,1
15,15,SECTIONS,entry and exit of vaccinate animal into control and free area,1
16,16,SECTIONS,appointment of competent officer,1
17,17,SECTIONS,cleaning and disinfection of carrier,1
18,18,SECTIONS,power of entry and inspection chapter area,1
19,19,SECTIONS,declaration of infect area,1
20,20,SECTIONS,effect of declaration of infect area,1
21,21,SECTIONS,de notification of infect area chapter animal,1
22,22,SECTIONS,segregation examination and treatment of infect animal,1
23,23,SECTIONS,draw sample from animal,1
24,24,SECTIONS,resort to euthanasia for infect animal,1
25,25,SECTIONS,disposal of carcass,1
26,26,SECTIONS,power of veterinary officer and veterinarian to hold post mort em examination s,1
27,27,SECTIONS,seizure and removal of certain and penalty,1
28,28,SECTIONS,enforcement of order and recovery of expense,2
29,29,SECTIONS,village officer to assist,2
30,30,SECTIONS,penalty for issue vaccination certificate without authority or administer e vaccine,2
31,31,SECTIONS,penalty,2
32,32,SECTIONS,penalty for place infect animal or carcass in river,2
33,33,SECTIONS,of fence by company chapter measure on causative organism,2
34,34,SECTIONS,prevention of escape of causative organism chapter,2
35,35,SECTIONS,power to delegate,2
36,36,SECTIONS,officer and authority to function subject to government control,2
37,37,SECTIONS,power to amend the schedule,2
38,38,SECTIONS,power to issue direction,2
39,39,SECTIONS,certain person to be public servant,2
40,40,SECTIONS,power to remove difficulty,2
41,41,SECTIONS,power of central government to make rule,2
42,42,SECTIONS,power of state government to make rule,2
43,43,SECTIONS,lay of rule,2
44,44,SECTIONS,repeal and saving the schedule prevention and control of infectious and contagious disease act no of march an act to provide for the prevention control and eradication of infectious and contagious di se as es affect animal for prevention of outbreak or spread of such disease from on estate to another and to meet the international obligation of r facilitate import and export of animal and animal product and for matter connect therewith or incidental thereto whereas,2
45,45,SECTIONS,economic loss due to infectious and contagious disease of animal be enormous in the country with some of these disease constitute a serious threat to the public and whereas many of such animal disease can be largely prevent by judicious mentation of vaccination pro gramme or by take other appropriate and timely measure on scientific line sand s such measure be necessary to facilitate the import and export of animal and and to keep in tune with international p whereas it have be,2
46,46,SECTIONS,rea li se that the prevention control and eradication of infectious and contagious disease of animal from have to be tackle on a national basis so a to avoid adverse impact of such disease on the economy of the country and for this purpose the and to prevent inter state transmission of animal disease sand whereas the national level handle have to be do with the active involvement of the particularly in regard t o the precautionary measure require to be take within their jurisdiction,2
