,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title and commencement,1
1,1,SECTIONS,declaration of national institute of youth development a an institution of national importance,1
2,2,SECTIONS,de fi ni ti ons chapter national institute of youth development,1
3,3,SECTIONS,incorporation of institute,1
4,4,SECTIONS,effect of establishment of institute,1
5,5,SECTIONS,object s of institute,1
6,6,SECTIONS,function s of institute,1
7,7,SECTIONS,institute to be open to all ra ce creed gender and class,1
8,8,SECTIONS,teach at institute,1
9,9,SECTIONS,visitor chapter of the institute,1
10,10,SECTIONS,authority of institute,1
11,11,SECTIONS,establishment of executive council,1
12,12,SECTIONS,term s of office of vacancy among and allowance payable to member of executive council,1
13,13,SECTIONS,meeting s of executive council,1
14,14,SECTIONS,power and function of executive council,1
15,15,SECTIONS,academic council,1
16,16,SECTIONS,function s of academic council,1
17,17,SECTIONS,finance committee,1
18,18,SECTIONS,function of finance,1
19,19,SECTIONS,other of the institute,1
20,20,SECTIONS,officer of institute,1
21,21,SECTIONS,director,1
22,22,SECTIONS,registrar,1
23,23,SECTIONS,other account and audit,1
24,24,SECTIONS,grant by central government,1
25,25,SECTIONS,fund of s,1
26,26,SECTIONS,endowment to other fund,2
27,27,SECTIONS,account and audit,2
28,28,SECTIONS,pension and provident fund,2
29,29,SECTIONS,appointment of staff of institute,2
30,30,SECTIONS,power to make statute,2
31,31,SECTIONS,statute how to be make,2
32,32,SECTIONS,power to make ordinance s,2
33,33,SECTIONS,ordinance s how to be make,2
34,34,SECTIONS,conduct of business by authority of tute,2
35,35,SECTIONS,tribunal of arbitration chapter,2
36,36,SECTIONS,act and proceeding not to be invalidate by vacancy,2
37,37,SECTIONS,grant of degree s by i,2
38,38,SECTIONS,sponsor scheme,2
39,39,SECTIONS,meeting of academic council and finance committee,2
40,40,SECTIONS,power of central g to give direction to institute,2
41,41,SECTIONS,p action take in good f ai th,2
42,42,SECTIONS,power to make rule,2
43,43,SECTIONS,statute ordinance notification to be publish i n official gazette and to be laid before parliament,2
44,44,SECTIONS,power to remove difficulty,2
45,45,SECTIONS,transitional nat ion al institute of youth d act no of august an act to declare the institution know a the national institute of youth development to be an institution of national importance and to provide for it incorporation and for matter connect therewith or incidental there tobe it enact by parliament in the sixty third year of the republic of a follow i,2
46,46,SECTIONS,short title and commencement this act may be call the national institute of youth development act it shall come into force on such a the central government may by notification in the official gazette appoint,3
47,47,SECTIONS,declaration of national institute of youth development a an institution of national importance whereas the object of the on know a the national institute of youth development be such a to make the institution one of national importance it be hereby declared that the institution know a the national institute of youth development be an in st it ut ion of national importance,3
48,48,SECTIONS,definition in this act unless the context otherwise require a academic council mean the academic council of the appoint day mean the date appoint under sub section of section for come into force of this chair person mean a chair person to the executive council refer to in clause a of subsection of section director mean the director of the institute refer to in clause a of section executive council mean the executive council of the institute,3
49,49,SECTIONS,establish under section exist institute mean the national institute of youth development sri per um bud ur establish under the provision of the soc ie registration act o f declare a deem to be a university under section of the university grant n of and which be in existence immediately before the commencement of this fund mean the fund of the institute to be maintain under section institute mean the national institute of,3
50,50,SECTIONS,youth develop men t incorporate dunder section notification mean the notification publish in the official mean by rule make under this registrar mean the registrar of the institute refer to in section statute and ordinance mean the statute and ordinance of the institute make under novem ber notification no so date novem ber see gazette of in di a extraordinary part s national institute of youth development,3
51,51,SECTIONS,incorporation of institute the national institute of youth development shall be a body corporate have perpetual succession and a common seal with power subject to the this act to acquire hold and dispose of property and to contract and shall by th at name sue and the first chair person the first director and the first member of the executive council and the academic council and all person who may hereafter become such officer or member so long a they continue to hold such e or,4
52,52,SECTIONS,membership shall constitute the the headquarters of the institute shall be in the district of kan chi pu ram in the state oft amil the institute may establish and maintain cent re at such other place in a it may deem fit,4
53,53,SECTIONS,effect of establishment of institute on and from the appoint day and subject t o of this act a any reference to the exist institute in any contract or other instrument shall be deem a a reference to the all property movable and immovable of or belonging to the exist te shall vest in all right and liability of the exist institute shall be transfer to and be the right of the institute every person employ by the exist institute,4
54,54,SECTIONS,immediately before the appoint day shall hold office or service in the institute by the same tenure at the same remuneration and upon the and condition and with the same right and a to pension leave gratuity provident fund and other matter a he would have the same if this act have not be pass and shall continue to do so unless and until his employment be terminate or until such tenure remuneration and term and condition be duly alter by the st a tut es provided that if the alteration so make be not,4
55,55,SECTIONS,acceptable to such employee his employment may be termin a ted by the institute in accordance with the term of the contract with the employee or if on be make therein in this behalf on payment to him by the institute a compensation equivalent to three month remuneration in the case of permanent employee and one month remuneration in the case of other employee,4
56,56,SECTIONS,object of institute the of the institute shall be a to evolve and achieve an integrate approach to youth development for prepare and em po weri the youth for the future by i provide action orient research input for policy implementation of policy through extension and other promote assessment and impact study and conduct teach training and other academic to set up advanced national youth resource cent re commensurate with the in to,4
57,57,SECTIONS,provide for comprehensive and scientifically analyse data on all youth related issue sand matter with adequate library facility documentation and to provide for research and development and dissemination of through extension and outreach to act a a nodal agency for capacity building of stakeholder include youth bo di es organ is a ti ons and agency relate to to empower youth to participate in inclusive development and na ti on to evolve a an institute of advanced study in,4
58,58,SECTIONS,the field of youth and to develop such professional excellence a may be require for the pur po seg to provide for high education in the field of youth development through employment orient and inter disciplinary course at the post graduate level,4
59,59,SECTIONS,function of institute without prejudice to the provision contain in section the institute shall a develop a think tank by way of carry out policy research evaluation and impact analysis on youth pro gramme and issue of contemporary and future function a a repository of knowledge pertain to data on develop documentation information and publication service for youth training and provide technical advice and for formulation of youth related policy and promotion of,5
60,60,SECTIONS,youth build the professional capacity of youth organ is at ion both in government and voluntary sect orf design develop and conduct appropriate training and orientation conduct seminar workshop and conference on issue relate to set up cent re for dis semi nat ion of academic and training pro gramme si collaborate with national and international university cent re institute and such relate to youth training and youth establish pro gramme of study and research and,5
61,61,SECTIONS,to e for instruction in such branch of study a the institute award subject to such condition a the institute may determine degree or other academic distinction or title at various academic honorary degree or other distinction award fellowship scholarship prize determine demand and receive fee and other charge for it course pro gramme and n conduct and project and study rel a ting to youth sponsor by the,5
62,62,SECTIONS,government and other developmental create with the prior approval of the central government academic technical administrative managerial and other post in the institute and make appointment there to in accordance with and regulation of the regulate the conduct of the affair of the supervise and control the discipline of all category of employee and student of the instituter purchase hire lease exchange or acquire property movable or immovable and to construct alter,5
63,63,SECTIONS,and maintain any building or building a may be necessary set up distance learn or education cent re in collaboration with open university to provide access to the asp young professional enable them to take up a career in the field of youth establish maintain and manage hall of residence and hostel for lay down condition of service include a code of conduct for teacher an d other supervise control and regulate the discipline of student of the institute and,5
64,64,SECTIONS,to for promote th health and general student exchange pro gramme with repute international youth undertake assist and promote all such activity conducive or incidental to the attainment of the the institute may receive gift grant donation or benefaction from the government and to receive bequest donation and transfer of movable or immovable property from the testator transferor a the case may the institute may enter,5
65,65,SECTIONS,into agreement with international organ is at ion institution to broaden the scope of the youth work and to facilitate knowledge development and participatory learn,5
66,66,SECTIONS,institute to be open to all race creed gender and class the institute shall be open toper sons of either sex and of whatever race creed caste or s physical ability and no test or condition shall be impose a to religious belief or profession in admit student appoint teacher or in any other connection no bequest donation or transfer of any property shall be accepted by the institute which in the opinion of the executive council condition or obligation oppose to the spirit and object of this section,6
67,67,SECTIONS,teach at institute all teach and other academic activity at the institute shall be con ducted by or in the name of the institute in accordance with the statute and ordinance make in this behalf,6
68,68,SECTIONS,visitor the president of shall be the visitor of the institute provided that the president may by order nominate any person to be the visitor and such person so nominated shall hold office for such term not exceed five year a may be specify in the order and the person so nominate shall exercise the power and discharge duty of the the visitor may from time to time appoint one or more person to review the work and progress of the institute and to hold inquiry into the affair thereof and to report,6
69,69,SECTIONS,thereon in such manner a the visitor ma y upon receipt of any such report the visitor may take such action and issue such direction a necessary in respect of any of the matter dealt with in the report and the institute shall be bound to comply with such direction w it hin reasonable time chapter of the institute,6
70,70,SECTIONS,authority of institute the institute shall consist of the follow authority namely a the executive the academic council such other authority a may be declare by the statute to be the authority of the institute,6
71,71,SECTIONS,establishment of executive council with effect from such date a the central government may by notification appoint in this behalf there shall be establish for the purpose of this act a central body to be call a the executive the executive council shall consist of the follow member namely a an eminent person of academic repute to be nominate by the visitor an eminent person in the field of youth development to b e nominate by the visitor vice secretary department of,6
72,72,SECTIONS,youth affair min ist of youth affair and sport ex d joint secretary department of youth affair min ist of youth affair and sport member e director national institute of youth development ex professor from national institute of youth development on rotation mem berg one eminent sport personality to be nominate by the central government one head from an academic institution to be nominate by the central government one,6
73,73,SECTIONS,representative from the industry to be nominate by the central government from the federation of in dian chamber of commerce and industry or confederation of in dian industry by the central government the reg national institute of youth develop men while nominate the member of the executive council under sub section due representation shall be give to woman different region of the country and weak er section of the community and differently a b led person,6
74,74,SECTIONS,term of office of vacancy among and allowance payable to member of the term of office of every member of the executive council shall be for a period of from the date of his nomination provided that the term of office of an ex member shall continue so long a he hold the office by virtue of which he be a the term of office of a member nominate to fill a casual vacancy shall be for the remainder of the term of the member in whose place he have be notwithstanding,7
75,75,SECTIONS,anything contain in this section an out go member shall unless the central government otherwise continue in office until another person be nominate a a member in his place or until the expiry of one year whichever be ear li the member of the executive council other than ex member shall be pa id such travel ling and other allowance a may be provide by the statute,7
76,76,SECTIONS,meeting of executive council the chair person shall ordinarily preside at the meet of the executive council and at the convocation of the institute provided that in his absence the vice chair person of the executive council shall preside at of the executive it shall be the duty of the chair person to en ure that the decision take by the executive council are the chair person shall exercise such other power and perform such other duty a be assign to him by this the executive,7
77,77,SECTIONS,council shall meet at least four time in a ye ar and follow such procedure in include quorum at such meeting a may be provide by the statute,7
78,78,SECTIONS,power and function of executive council subject to the provision of this act the executive council shall be responsible for the general superintendence direction and control of of the institute and shall also exercise the power of the institute not otherwise provide for by this act the statute and the ordinance and shall have the power to review the act of the academic council and finance without prejudice to the provision of sub section the executive council shall a take decision on,7
79,79,SECTIONS,question of policy relate to the administration and work of lay down policy regard the duration of the course nomenclature of the degree and to be by the institute course of study and lay down standard of proficiency and other in respect of the course offer by the institute lay down with prior approval of the central government the policy regard the cadre structure qualification the method of recruitment an d condition of service of,7
80,80,SECTIONS,the teach and research faculty a well a other employee of the guide resource of the institute and to lay down policy for consider and approve proposal for take loan for purpose of the institute with or without the security of the property of the make statute and to alter modify or rescind the sam eh consider and resolution on annual report annual account and the budget estimate of the tut es for the next financial year a it think fit together with a,7
81,81,SECTIONS,statement of it an di do all such thing not specifically cover under clause a to h a may be necessary incidental or conductive to the attainment of all or any of the power under this the executive council shall have the power to appoint such committee a it necessary for the exercise of it power and the performance of it duty under this the executive council may by a specific resolution to this effect delegate any of it power to the chair person director any officer or any authority of the institute subject to reserve the right to review the action that may be take er such delegate authority,7
82,82,SECTIONS,academic council the academic council shall be the principal academic body of the institute and shall subject to the provision of this act the statute and the ordinance ordinate and exercise general super vis io n over the academic policy of the the academic council shall of the follow namely a director chairman ex b one head of an academic institution of national importance to be nominate by one director from any of the in dian institute of technology or the,8
83,83,SECTIONS,in dian institute of management to be nominate by the chair per sond member in charge of youth affair in the commission of ex e one person from any international non governmental organ is at ion work in in the field of youth work to be nominate by the two representative from the non governmental industrial sector to b e nominate by the chair person g one professor from the i on rotation ba sish director of the ba had ur shastri national academy of administration,8
84,84,SECTIONS,muss or ie ex two person from non governmental organ is at ion work in the field of youth and adolescent out of whom one person shall be from the north eastern region to be nominated by the two student of the institute out of whom one student shall be fe ma lek three eminent academician from among the field of social science he alt h science agricultural science skill development management and law to be nominate by the one woman representative from the international,8
85,85,SECTIONS,development organ is at ion to be nominated by the an officer not below the rank of joint secretary to the government of deal with of the institute in the union ministry of youth affair and sport ex the term of office of member of the academic council and it power shall be such a may be provide d by the while nominate the member of the academic council due representation shall be give tow omen by include at least four woman from different region of the country weak er section of the community and differently a b led person s,8
86,86,SECTIONS,function of academic council subject to the provision of this act the statute and the academic council shall have the control and general regulation and be responsible for the frame of the ordinance maintenance of standard of instruction education and examination in the institute and shall exercise such other power and perform such other duty a may be upon it by the statute,9
87,87,SECTIONS,finance committee there shall be a finance committee of the in st which shall be the principal financial body of the institute the finance committee shall of the follow namely a director preside officer of the finance joint secretary and financial adviser in the union y of youth affair and registrar of the institute one professor of the institute on rotation basis a may be nominate by the chair per so ne one member from the executive council to be nominate by the,9
88,88,SECTIONS,joint secre tar y in the ministry of youth affair and sport deal with the affair of the finance officer of the institute member the term of office of member of the finance committee and it power shall be such a may be provided by the while nominate the member of the academic council due representation shall be give tow omen different region of the country weak er section of the community and differently a b led person,9
89,89,SECTIONS,function of finance committee the finance committee shall perform the namely a to the account and budget estimate of the institute and to make recommend a ti ons to the executive to the proposal for new expenditure on account of major work on to re appropriation st at em and audit note and make recommendation there onto the executive to review the finance of the institute from time to time and have concurrent audit con ducted whenever,9
90,90,SECTIONS,necessary an de to give advice and make recommendation to the e council on any affect the affair of the,9
91,91,SECTIONS,other authority the constitution power and function of the other authority a may be declared by the statute to be authority of the institute shall be such a may be provide by the st a tut es chapter of the institute,10
92,92,SECTIONS,officer of institute the institute shall consist of the follow officer namely a the direct orb the registrar such other officer a may be declare by the statute to be the officer of the institute,10
