,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter fund regulatory and authority,1
2,2,SECTIONS,establishment and incorporation of authority,1
3,3,SECTIONS,composition of authority,1
4,4,SECTIONS,term of office and condition of service of chair person and member of authority,1
5,5,SECTIONS,removal of member from office,1
6,6,SECTIONS,restriction on future employment of member,1
7,7,SECTIONS,administrative power of chair person,1
8,8,SECTIONS,meeting of authority,1
9,9,SECTIONS,vacancy not to invalidate proceed s of authority,1
10,10,SECTIONS,officer and employee of authority chapter and application,1
11,11,SECTIONS,extent and application chap te r of asset liability of inter pension fund regulatory and development,1
12,12,SECTIONS,transfer of asset liability of interim pension fund regulatory and development authority chapter power and function of authority,1
13,13,SECTIONS,duty power and function of authority,1
14,14,SECTIONS,power to issue direction,1
15,15,SECTIONS,power of investigation,1
16,16,SECTIONS,search and seizure,1
17,17,SECTIONS,power of authority to ensure,1
18,18,SECTIONS,management by administrator chapter v in at ion al pension system,2
19,19,SECTIONS,national pension system,2
20,20,SECTIONS,central record keeping agency,2
21,21,SECTIONS,point of presence,2
22,22,SECTIONS,pension fund,2
23,23,SECTIONS,certain restriction on foreign company or individual or association of person,2
24,24,SECTIONS,prohibition of investment of fund of subscriber outside,2
25,25,SECTIONS,eligibility norm of the central record keep in g agency of intermediary,2
26,26,SECTIONS,registration of central record keep agency pension fund point of presence and adjudication,2
27,27,SECTIONS,penalty for failure by an intermediary or any other person to comply with provision of this regulation and direction,2
28,28,SECTIONS,credit sum rea lis by way of penalty to subscriber education and protection fund,2
29,29,SECTIONS,power to adjudicate,2
30,30,SECTIONS,attachment of asset and supersession of management of intermediary,2
31,31,SECTIONS,of fence,2
32,32,SECTIONS,power to grant immunity,2
33,33,SECTIONS,exemption from tax on wealth income profit and gain,2
34,34,SECTIONS,cognizance of of fence by court,2
35,35,SECTIONS,appeal to security appellate tribunal,2
36,36,SECTIONS,civil court not to have on,2
37,37,SECTIONS,appeal to supreme court chapter account and audit,2
38,38,SECTIONS,grant by central government,2
39,39,SECTIONS,constitution of pension regulatory and development fund,2
40,40,SECTIONS,constitution of subscriber education and protection fund,2
41,41,SECTIONS,account and x,2
42,42,SECTIONS,power of central government to issue direction,3
43,43,SECTIONS,power of central government to supersede authority,3
44,44,SECTIONS,establishment of pension advisory committee,3
45,45,SECTIONS,furnish of return to central government,3
46,46,SECTIONS,member officer and employee of authority to be public servant,3
47,47,SECTIONS,protection of action take in good faith,3
48,48,SECTIONS,delegation of power,3
49,49,SECTIONS,of fence by company,3
50,50,SECTIONS,power to make rule,3
51,51,SECTIONS,power to make regulation,3
52,52,SECTIONS,rule and regulation to be laid before parliament,3
53,53,SECTIONS,power to remove difficulty,3
54,54,SECTIONS,at ion of other law not bar,3
55,55,SECTIONS,pension fund regulatory and development authority act no of sept ember an act to provide for the establishment of an authority to promote old age income security by establish ing develop and regulate pension fund to protect the interest of scheme of pension fund and for matter connect therewith or incidental there tobe it enact by parliament in the sixty fourth year of the republic of in a follow chapter i,3
56,56,SECTIONS,short title extent and commencement this act may be call the pension fund re gul a tory and development authority act it to the whole of it shall come into force on such a the central government may by notification in the official gazette appoint provided tha t different date may be a p po in ted for different provision of this act and any reference in any such provision to the commencement of this act shall be construe a a reference to the coming into force of that provision,4
57,57,SECTIONS,definition in this act unless the context otherwise require a a mean the pension fund re gul a tory and development authority established under sub section of section central record keeping agency m an agency register under section to perform of record keeping accounting administration and customer ice for subscriber chair person mean th e chair person of the document shall include any matter en express or upon any substance,4
58,58,SECTIONS,of letter figure or mark s or by more than one of those mean in print or in electronic version which be in te to be use or which may be use by the interim pension fund regulator development authority or authority or an intermediary or any other entity conn with the national pension system for the pu of record that matte re individual pension account mean an of a subscriber execute by a contract setting out the term and condition er the national pension interim,4
59,59,SECTIONS,pension fund regulatory and development authority mean the interim pension fund regulatory and development authority set up by the central government through f no date the and f no date the intermediary include pension fund central record keeping agency national pension system trust p en sion fund adviser retirement adviser point of presence and such other person or entity connected with collection management record keeping and distribution of la ti ons,4
60,60,SECTIONS,notification no so e date st see gazette of extraordinary part member mean a member of the author it y and include it chair per so ni national pension system mean the pension system refer to in section contribution from a subscribe r be collect and accumulate in an individual pension account use a system o f point of presence a central record keeping agency and pension fund as may be specify by,4
61,61,SECTIONS,national pension system t mean the board of trustee who hold the asset for their notification mean a notification pub li shed in the official pension fund mean an intermediary which ha s be grant a certificate of registration under sub section of section by the authority a a pension fund for receive contribution sac cum ula ting them and ma kin g payment to the subscriber in the manner a m ay be specify pension regulatory and development fund mean the,4
62,62,SECTIONS,fund constitute under subsection of section point of presence mean an inter me di ar y register with the author it y under sub section section a a point of sence and capable of electronic connectivity with the central record keeping agency r the purpose of receive and transmit fund and instruction and pay out of fund so mean scribe d by rule make under this regulate asset mean the asset an d property both tangible and intangible own lease dor de velo ped by and,4
