,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title and commencement,1
1,1,SECTIONS,definition,1
2,2,SECTIONS,establishment and incorporation of regional cent re for,1
3,3,SECTIONS,declaration of regional cent re for a an institution of national importance,1
4,4,SECTIONS,effect of establishment of regional cent re,1
5,5,SECTIONS,jurisdiction,1
6,6,SECTIONS,objective of regional cent re,1
7,7,SECTIONS,function of regional cent re,1
8,8,SECTIONS,regional cent re to work in collaboration with other in ti tu ti ons of,1
9,9,SECTIONS,power of regional cent re,1
10,10,SECTIONS,regional cent re open to all caste creed race or class,1
11,11,SECTIONS,privilege and immunity of regional cent re,1
12,12,SECTIONS,authority of regional cent re,1
13,13,SECTIONS,board of governor,1
14,14,SECTIONS,power and function of board,1
15,15,SECTIONS,power and function of chair person,1
16,16,SECTIONS,pro gramme advisory committee,1
17,17,SECTIONS,executive committee,1
18,18,SECTIONS,finance committee,1
19,19,SECTIONS,other authority of regional cent re,1
20,20,SECTIONS,board of study,1
21,21,SECTIONS,officer of regional cent re,1
22,22,SECTIONS,executive director,1
23,23,SECTIONS,dean and sub dean,1
24,24,SECTIONS,associate director administration,1
25,25,SECTIONS,registrar,1
26,26,SECTIONS,finance officer,1
27,27,SECTIONS,other officer,1
28,28,SECTIONS,grant and loan to regional cent re,1
29,29,SECTIONS,fund of regional cent re,1
30,30,SECTIONS,annual report,1
31,31,SECTIONS,annual section,1
32,32,SECTIONS,return and or mat ion,2
33,33,SECTIONS,review of function of regional cent re,2
34,34,SECTIONS,appointment and condition of service of employee of regional cent re,2
35,35,SECTIONS,meeting,2
36,36,SECTIONS,fill of casual vacancy,2
37,37,SECTIONS,proceeding of authority not invalidate by vacancy,2
38,38,SECTIONS,protection o f action take in good faith,2
39,39,SECTIONS,arbitration,2
40,40,SECTIONS,power to make statute,2
41,41,SECTIONS,power to make ordinance,2
42,42,SECTIONS,regulation,2
43,43,SECTIONS,statute ordinance and regulation to be publish in the official gazette and to be laid before parliament,2
44,44,SECTIONS,power to make statute or ordinance or regulation retrospectively,2
45,45,SECTIONS,power to remove the regional cent re for act no of an act to provide for the establishment of an institution of national importance to be known as regional cent re for and to provide for matter connect therewith or incidental thereto whereas an agreement for the establishment and operation of the regional cent re forb io technology training and education in be enter into between the government of and the united nation educational scientific and,2
46,46,SECTIONS,cultural organ is at ion on the day of whereas in pursuance of the say agreement the central government through an executive order date the establish the regional cent re for training and education at fa rid a bad whereas it be expedient to make provision for strengthen and to make the regional cent re for an institution of national importance for impart education training and conduct ing research in the area of and related y are as be it enact by parliament in the sixty seventh year of the republic of a follow,2
47,47,SECTIONS,short title and commencement this act may be call the regional cent re forb io technology act it shall come into force on such a the central government may by notification in the official gazette appoint,3
48,48,SECTIONS,definition in this act unless the context otherwise require a academic staff mean assistant professor associate professor professor dean sub dean executive director and such other person include visit professor professor of eminence honorary professor adjunct professor and emeritus professor a may be a p point or engaged for impart education training or conduct research in the regional cent re board mean the board of governor constitute under section board of,3
49,49,SECTIONS,study mean the board of study of the regional c refer to insection chair person mean the chair person of the boar de employee mean any person appoint by the regional cent re and include and other staff of the regional cent ref executive committee mean the executive committee of the regional cent re constitute dunder section executive director mean the executive director of the regional cent re appoint under subsection of section exist regional cent re mean,3
50,50,SECTIONS,the regional cent re for training and education at national capital region fa rid aba di hall mean a unit of residence by whatever name call for the student of the regional cent re maintain or re cog ni se by institution include autonomous organ is at ion within or outside for impar ting education training and conduct research in the area of and support by the government of or industry or university or other organ is at ion,3
51,51,SECTIONS,march notification no so e date see gazette of extraordinary part sec k ordinance mean the ordinance frame by the pro gramme advisory committee under section pro gramme advisory committee mean the pro gramme advisory committee of the regional cent re constitute under section region mean the region comprise the territory of south a si an association for region alco operation sa arc state and generally the regional cent re,3
52,52,SECTIONS,mean the regional cent re for establish under section regulation mean the regulation make by an y authority of the regional cent re under section statute mean the statute frame by the board under section mean the united nation educational scientific and cultural organ is at ion,3
53,53,SECTIONS,establishment and incorporation of regional cent re for the regional cent re for training and education at national capital region fa rid a bad under the department of ministry of science and technology be hereby established a a body corporate by the name of regional cent re for have perpetual succession and a common seal with power subject to the provision of this act to contract and shall by the say name sue or be the regional cent re shall,4
54,54,SECTIONS,consist of a board of governor and authority specify in section the headquarters of the regional cent re shall be at it campus in the national capital region fa rid a bad,4
55,55,SECTIONS,declaration of regional cent re for a an institution of national importance whereas the object of the institution know a the regional cent re for are such a to make the institution one of national importance it be hereby declare that the in ti tut ion known as the regional cent re for be an institution of national importance,4
56,56,SECTIONS,effect of establishment of regional cent re on and from the date of commencement of this acta any reference to the exist regional cent re in any law other than this act or in any contract or other instrument shall be deem a a reference to the regional cent reb all property and asset movable and immovable of or belonging to the exist regional cent re shall vest in the regional cent all right and liability of the exist regional cent re shall be transfer to and be and liability of the,4
57,57,SECTIONS,regional cent re without prejudice to the provision of clause c all debt obligation and liability incur red all contract enter into and all matter and thing engage to be do by with or for the exist ing regional cent re immediately before the say date for or in connection with the purpose of the said regional cent re shall be deem to have incur into or engage to be do by with or for the regional cent ree all sum of money due to the exist regional cent re immediately before that date shall to,4
58,58,SECTIONS,be due to the regional cent ref all suit and other legal proceeding ted or which could have be institute by or against the exist regional cent re immediately before that date may be continued or may by or against the regional cent reg every employee include those appoint for impart instruction or give training or conduct ing research in the exist regional cent re hold any office under the exist regional cent re or teach therein immediately before the commencement of this act shall hold his,4
59,59,SECTIONS,office in the regional cent re or continue teach therein by the same tenure and upon the same term condition of service a respect remuneration leave provident fund retirement and other termin albe nef its a he would have such office if this act have not be enact and shall con ti to do so as an employee of the regional cent re or until the expiry of the period of six month from that date if such employee not to be the employee of the regional cent re within such period notwithstanding anything in the industrial,4
60,60,SECTIONS,dispute s act of or in any other law for the time be in force absorption of any employee by the regional cent re in it regular service under this section shall not entitle such employee to any compensation under that act or any other law and no such claim shall be entertain by any court tribunal or other authority,4
61,61,SECTIONS,jurisdiction the jurisdiction of the regional cent re shall extend to whole of and to and laboratory or other unit for research development and instruction established by the regional cent re within or outside,5
62,62,SECTIONS,objective of regional cent re the objective o f the regional cent re shall be a to disseminate and to advance knowledge by provide instructional and research facility in such branch of and related field a it may deem fit include technology policy development b to provide capacity building through education training research and development and related academic field for sustain a b development objective through region aland international to facilitate transfer of knowledge,5
63,63,SECTIONS,and technology relate to at the regional lev eld to create a hub of ex per ti se and to address human resource need in in the re gio ne to promote and strengthen international operation to improve the social and economic con di ti ons and welfare of the to promote and facilitate a network of satellite cent re in the region a well a within,5
64,64,SECTIONS,function of regional cent re the function of the regional cent re shall be a to establish infrastructure and technology platform which be directly relevant education training and to execute l and training activity include grant of degree in education and research in and related to produce human resource tailor to drive innovation in particularly in are as of new opportunity and to fill talent g a p in deficient to undertake research and,5
65,65,SECTIONS,development and scientific investigation in collaboration with relevant research cent re s in the re gio ne to hold scientific symposium and conference within or in the region or outside the region and to conduct short term and long term training course and workshop in all area to collect universally available information with a view to set up data bank for to collect and disseminate through net working the relevant local knowledge in the field ensure protection of,5
66,66,SECTIONS,intellectual property right of local stakeholder to develop and implement a policy for intellectual property right which be equitable and just to the stakeholder involve in research in the regional to disseminate the outcome of research activity in different country through the publication of book and j to promote collaborative research and development net working p rog ram me in specific area with national regional and international network and promote exchange of scientist sat,5
67,67,SECTIONS,the regional level have regard to issue pertain to intellectual property right of pro mot ing equitable share of benefit with collaborate institution,5
68,68,SECTIONS,regional cent re to work in collaboration with other institution of the regional cent re shall pursue it object and discharge it function in close collaboration with other nat ion al regional and international institution of the,6
69,69,SECTIONS,power of regional cent re the regional cent re shall have the follow pow ers na mel ya to provide for master degree include integrate pro gramme lead to master degree postgraduate diploma and doctoral degree in and related subject at the interface of varied discipline include physical chemical biological medical agricultural and engineering and other relevant science a may be determine by the regional cent re from time to to provide for short term and long term training course in,6
70,70,SECTIONS,on specific to the development extension implementation and regulation of and relate dare as a may be by statute from time to to or ga ni se and undertake extramural study training and extension service to honorary degree or other academic distinction refer to in clause a in the manner specify by the s ta tute se to institute professorship associate professorship assistant professorship and other academic position require by the,6
71,71,SECTIONS,regional cent re and to appoint person to such professorship assistant professorship or o th er academic to re cog ni se an institution of high learn within for the purpose of this act and to withdraw such recognition in accordance with the norm laid down in the to appoint person work in any other tut ion include those locate outside the country a academic staff of the regional cent re for such period a may be specify by the statute sh to create administrative,6
72,72,SECTIONS,technical and other post and to make appointment thereto a maybe specify by statute si to operate or collaborate or associate with any institution include those locate outside the country in such manner a may be specify and for such purpose a may be determine or agreed upon by the regional to es tab lish and maintain cent re and laboratory or other unit for research development and instruction in or outside a may be determine by the statute from time to to institute and,6
73,73,SECTIONS,award fellowship scholarship student ship medal and prize a may by the to make provision for research and advisory service and for that purpose to enter into with other institution industrial or other organ is at ion include those locate country a may be specify by the to or ga ni se and conduct refresher course workshop seminar and other pro gramme for teach ers and other to appoint visit professor professor of eminence ho no,6
74,74,SECTIONS,professor emeritus professor consultant and such other person who may contribute to the advancement and object of the regional to determine standard of admission to the regional cent re include examination evaluation or any other method of p to fix demand and receive payment of fee and other to establish re cog ni se maintain and manage hall or residence of student of the regional cent re and other accommodation for student and to w any such to lay,6
75,75,SECTIONS,down condition of service of all category of employee include their code to regulate and enforce discipline among the student and the employee and to take such disciplinary measure in this regard a may be deem by the regional cent re to be to make arrangement for promote the health and general welfare of the student of the regional to receive benefaction donation and gift and to acquire ho and manage and dispose of with the prior approval of the central government,6
76,76,SECTIONS,any property movable or immovable and endowment property for the purpose or objective of the regional cent rev to borrow money with the prior a p pro of the central government on the security of the property of the regional cent re to do all such other act and thing a may be necessary in furtherance of the object spec if ie din section in exercise it power under sub section it shall be the en de avo ur of the regional cent re to maintain high standard of education training and research and the,6
77,77,SECTIONS,regional cent re shall among other me a sures which may be necessary for the say purpose take in particular t he follow me a sures na mel ya conduct innovative course and pro gramme of study with a provision for periodic revie wand promote e governance with an effective management information system,6
78,78,SECTIONS,regional cent re open to all caste creed race or class the regional cent re or any institution re cog ni se by it shall be open to person of either sex and whatever caste creed ra cee th ni city nationality or class and it shall not be lawful for the r cent re or such institution to adopt or impose on any person any test whatsoever of religious belief or profession in order to entitle him to be appoint a a member of the academic staff of the regional cent re or such institution or to hold any o th er office therein or to be admit a a student in the regional cent re or such institution or to enjoy or exercise any privilege thereof,7
79,79,SECTIONS,privilege and immunity of regional cent re the regional cent re or person attend of the on al cent re shall enjoy such privilege and immunity a the central government may grant pursuant to agreement enter into between the and the government of from time to time concern the regional cent re,7
80,80,SECTIONS,authority of regional cent rethe follow shall be the authority o f the regional the board of the pro gramme advisory the executive the finance the board of study such other authority a may be declare by the statute to be the authority of the regional cent re,7
81,81,SECTIONS,board of governor there shall be a board of governor which shall be responsible for the governance of the regional the board shall be the a p ex body of the regional cent re and shall consist of the namely a secretary to the government of in the ministry of science and tech no log y department of ex three eminent scientist in the relevant field not below the rank of joint secretary to the government of or equivalent out of whom at least one shall be,7
82,82,SECTIONS,a woman to be nominate by the central government ex a representative of the director general of un es cod two representative from amongst the other member state of who substantially contribute resource to the run of the regional cent re in such manner a ma y be specify by the chair person of the pro gramme advisory committee shall be a permanent invitee of the executive director of the regional cent re shall be the of the meeting of the,7
83,83,SECTIONS,chair person shall ordinarily preside over the meeting of the the board shall meet at least once in a year and at such time a the chair person may decide in such manner a may be specify by the the term of office of the member of the board other than ex member shall be such as may be specify by the statute subject to the provision of this act and the statute and the ordinance make thereunder the board may regulate it own procedure include quorum for the conduct of meeting and transact ing business,7
84,84,SECTIONS,power and function of board subject to the provision of this act the board shall have the following power and function namely a to approve the annual plan and budget of the regional cent reb to review from time to time the broad policy and pro gramme of the regional cent re a suggest measure for the improvement and development of the regional to consider the annual report and the annual account of the regional cent re and the audit report on such to study and approve the internal procedure,8
85,85,SECTIONS,financial procedure and staff regula ti ons of the regional cent ree to approve the organ is at ion al structure and number of academic staff and other employee at the regional cent ref to convene special consultative session of it member to ich it may invite other interested country and international organ is at ion in order to obtain proposal for strengthening the scope of service of the regional cent reg to carry out project and activity relevant to the regional c and to expand the fund raise strategy and capability to frame the statute,8
