,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent commencement and provision,1
1,1,SECTIONS,definition chapter of street vend,1
2,2,SECTIONS,survey of street vendor and protection from eviction or relocation,1
3,3,SECTIONS,issue of certificate of vend,1
4,4,SECTIONS,con dit io n for issue of certificate of vend,1
5,5,SECTIONS,category of certificate of vend and issue of identity card,1
6,6,SECTIONS,criterion for issue certificate of vend,1
7,7,SECTIONS,vend fee,1
8,8,SECTIONS,validity and renewal of certificate of vend,1
9,9,SECTIONS,cancellation or suspension of certificate of vend,1
10,10,SECTIONS,appeal from decision of town vend committee chapter and obligation of street vendor,1
11,11,SECTIONS,right s of street vendor,1
12,12,SECTIONS,right of street vendor for a new site or area on relocation,1
13,13,SECTIONS,duty of street vendor s,1
14,14,SECTIONS,maintenance of cleanliness and public hygiene,1
15,15,SECTIONS,maintenance of civic amenity in vend zone in good condition,1
16,16,SECTIONS,payment of maintenance charge chapter and eviction of street vendor,1
17,17,SECTIONS,relocation or eviction of street vendor,1
18,18,SECTIONS,seizure and reclaim of good chapter redressal mechanism,1
19,19,SECTIONS,redressal of grievance or resolution of dispute of street vendor for street vend,1
20,20,SECTIONS,plan for street vend chapter vend committee,2
21,21,SECTIONS,town vend committee,2
22,22,SECTIONS,meeting of town vend committee,2
23,23,SECTIONS,temporary association of person with town vend committee for particular purpose,2
24,24,SECTIONS,office space and other employee for town vend committee,2
25,25,SECTIONS,publication of street vendor charter and data base and carry out of social audit chapter of harassment of street vendor,2
26,26,SECTIONS,prevention of harassment by police and other authority chapter provision,2
27,27,SECTIONS,penalty for contravention chapter x,2
28,28,SECTIONS,provision of this act not to be construe a ownership right,2
29,29,SECTIONS,return,2
30,30,SECTIONS,promotional measure,2
31,31,SECTIONS,research training and awareness,2
32,32,SECTIONS,act to have override effect,2
33,33,SECTIONS,power to delegate,2
34,34,SECTIONS,power to amend schedule,2
35,35,SECTIONS,power to make rule,2
36,36,SECTIONS,power to make bye law,2
