,Unnamed: 0,Title,Paragraph Text,Page No
0,0,PRELIMINARY,short title and commencement,1
1,1,PRELIMINARY,declaration of certain institution a institution of national importance,1
2,2,PRELIMINARY,de fi ni ti ons chapter institute,1
3,3,PRELIMINARY,incorporation of institute,1
4,4,PRELIMINARY,effect of incorporation of institute,1
5,5,PRELIMINARY,object of institute,1
6,6,PRELIMINARY,power and function of institute,1
7,7,PRELIMINARY,institute to be open to all race creed and class,1
8,8,PRELIMINARY,teach at institute,1
9,9,PRELIMINARY,institute to be a distinct legal entity not for profit,1
10,10,PRELIMINARY,visitor chapter of centrally fund in dian institute of information tech nolo,1
11,11,PRELIMINARY,authority of institute,1
12,12,PRELIMINARY,board of governor,1
13,13,PRELIMINARY,term of office of vacancy among and allowance payable to member of board,1
14,14,PRELIMINARY,power and function of board of governor,1
15,15,PRELIMINARY,senate,1
16,16,PRELIMINARY,power and function of senate,1
17,17,PRELIMINARY,finance committee,1
18,18,PRELIMINARY,power and function of finance committee,1
19,19,PRELIMINARY,building and work committee,1
20,20,PRELIMINARY,power and function of building and work committee,1
21,21,PRELIMINARY,research council,1
22,22,PRELIMINARY,meeting,1
23,23,PRELIMINARY,director,1
24,24,PRELIMINARY,registrar,1
25,25,PRELIMINARY,other authority and officer,1
26,26,PRELIMINARY,review of performance of institute chapter and audit,1
27,27,PRELIMINARY,grant by central government,1
28,28,PRELIMINARY,fund of institute,1
29,29,PRELIMINARY,account and,1
30,30,PRELIMINARY,pension and provident fund,2
31,31,PRELIMINARY,appointment,2
32,32,PRELIMINARY,statute,2
33,33,PRELIMINARY,statute how to be make,2
34,34,PRELIMINARY,ordinance s,2
35,35,PRELIMINARY,ordinance how to be make,2
36,36,PRELIMINARY,tribunal of arbitration,2
37,37,PRELIMINARY,annual report of director,2
38,38,PRELIMINARY,annual report of each institute chapter council,2
39,39,PRELIMINARY,council of institute,2
40,40,PRELIMINARY,term of office and allowance payable to member of council,2
41,41,PRELIMINARY,function and duty of council,2
42,42,PRELIMINARY,power to make rule in respect of matter in this chapter chapter,2
43,43,PRELIMINARY,act and proceeding not to be invalidate by vacancy,2
44,44,PRELIMINARY,return and information to be provide to central government,2
45,45,PRELIMINARY,power of central government to issue direction,2
46,46,PRELIMINARY,institute to be public authority under right to information act,2
47,47,PRELIMINARY,transitional provision,2
48,48,PRELIMINARY,power to remove difficulty,2
49,49,PRELIMINARY,lay of rule and notification the schedule in dian institute of information technology act no of act to declare certain institution of information technology to be institution of national importance with a view to develop new knowledge in information technology and to provide man power of for the information technology industry and to provide for certain other matter connected with such institution or incidental there tobe it enact by parliament in the sixty fifth year of the republic of a follow chapter i,2
50,50,PRELIMINARY,short title and commencement this act may be call the in dian institute of information technology act it shall come into force on such a the central government may by notification in the official gazette appoint,3
51,51,PRELIMINARY,declaration of certain institution a tu ti ons of national importance whereas the the institute mention in the schedule be such a to make them institution of national importance it is hereby declare that each such institute be an in st it ut ion of national importance,3
52,52,PRELIMINARY,definition in this act unless the context otherwise require a board in relation to any institute mean the board of governor refer to in subsection of section chair person mean the chair person of the board of governor appoint under subsection of section council mean the council establish under sub section of section director mean the director of the in ti tutee exist institute mean the institute mention in column of the institute mean any of,3
53,53,PRELIMINARY,the institution mention in column of the mean by rule make under this a c th schedule mean the schedule to this a c ti senate in relation to any institute mean the senate statute and ordinance in relation to any institute mean the statute and ordinance of the institute make under this act chapter institute,3
54,54,PRELIMINARY,incorporation of institute on and from the commencement of this act every exist ing institute shall be a body corporate by the same name a mention in column of the every exist institute refer to in column of the schedule shall have perpetual succession and a common seal with power subject to the provision of this act to acquire hold and dispose of property both movable and immovable and to contract and shall by the say name sue or be sue,3
55,55,PRELIMINARY,notification no so date see gazette of extraordinary part,3
56,56,PRELIMINARY,effect of incorporation of institute on and from the commencement of this act a any reference to a society in any contract or other instrument shall be deem a a reference to the correspond institute mention in column of the all property movable and immovable of or belonging to every exist institute sh all vest in the correspond institute mention under column of the all right and debt and other liability of every exist institute mention in column of the schedule shall be,4
57,57,PRELIMINARY,transfer to and be the right and s of the correspond in column of the schedule every person employ by every exist institute mention in column of the schedule immediately before such commencement shall hold his office or service in the correspond in column of the schedule with the same tenure at the same remuneration and upon the same term and condition and with t he same right and privilege a to pension leave gratuity provident fund and other matter,4
58,58,PRELIMINARY,a he would have the same if this act have not be enact and shall continue to do so unless and until his employment be terminate or until such tenure remuneration and term and condition be duly alter by the st a tut es provided that if the alteration so make be not acceptable to such employee his employment maybe terminate by the institute in accordance with the term of the contract with the yee or if no provision be make therein in this behalf on payment to him by the institute of compensation equivalent to three month,4
59,59,PRELIMINARY,remuneration in case of permanent employee and one month in the case of other fur th er that any reference by whatever form of word to the director registrar and other officer of an exist institute mention in column of the schedule in any law for the time being in force or in any instrument or other document shall be con st rue a a reference to the director registrar and other officer of the correspond institute mention in column of every person pursue before the,4
60,60,PRELIMINARY,commencement of this act any academic or research course in every exist in st mention in column of the schedule shall be deem to have mig rated and register with the correspond institute mention in column of the schedule on such commencement at the same level of course in the institute from which such per so n all suit and other legal proceeding institute or which could have be institute by or against an exist institute mention in column of the schedule immediately before the commencement of this act shall be continued or ted by or against the correspond in column of the schedule,4
61,61,PRELIMINARY,object of institute each institute shall have the follow object namely a to emerge amongst the foremost institution in information technology and allied field to advance new knowledge and innovation in information technology and allied field to empower the nation to the forefront in the global to develop competent and capable youth imbue with the spirit of innovation and entrepreneurship with the social and environmental orientation to meet the knowledge need of the country and provide global,4
62,62,PRELIMINARY,leadership in information technology and allied fi to promote and provide transparency of high order in matter of admission various position academic evaluation administration and finance,4
63,63,PRELIMINARY,power and function of institute subject to the provision of this act every institute shall exercise the follow power and perform the follow function namely a to provide instruction in such field of knowledge concern information technology and allied area a such in st may think fit for the advancement of learn and dissemination to lead or ga ni se and conduct research and innovation in information technology and of knowledge in such manner a the institute may think fit,4
64,64,PRELIMINARY,include in collaboration or in association with any other institute educational institution research organ is at ion or body corporate c to hold examination and grant degree diploma and other academic distinction or title sand to honorary to institute teach research or other academic position require by the institute with such design a ti ons a it may deem fit and to appoint person on tenure term or otherwise to such position sot her than the post of director in accordance with the policy laid down by the,4
65,65,PRELIMINARY,to appoint person work in any other institute or educational institution or involve in research of significance in any industry a adjunct guest or visit faculty of the institute on and for such duration a the institute may to create administrative and other post and to make appointment thereto in accordance with the policy laid down by the to make provision for dissemination of knowledge emerge from research and for that purpose to enter into such arrangement include and,4
66,66,PRELIMINARY,advisory service with industry civil society or other organ is at ion a the institute may deem to create a web site highlight all information not restrict to those related to student sad mission fee administrative structure policy include recruitment rule faculty and non annual report and financial detail include statement of account of the to determine specify and receive payment of the charge a the institute may deem fit from person institution or body,4
67,67,PRELIMINARY,corporate for service include training and provide by the to deal with any property belonging to or in the institute in such manner a the institute may deem fit for advance the object of the institute provided that where the land for the institute have be provide free of cost by a state government such land may be dispose of only wit h the prior approval of such state to receive gift grant donation or benefaction from the government and to,4
