,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,definition chapter of in dian standard,1
2,2,SECTIONS,establishment of bureau and constitution of govern council,1
3,3,SECTIONS,executive committee of bureau,1
4,4,SECTIONS,advisory committee of bureau,1
5,5,SECTIONS,vacancy not to invalidate act or proceeding,1
6,6,SECTIONS,director general,1
7,7,SECTIONS,officer and employee of bureau,1
8,8,SECTIONS,power and function of bureau chapter n standard certification and,1
9,9,SECTIONS,in dian standard,1
10,10,SECTIONS,prohibition to publish reproduce or record without author is at ion by bureau,1
11,11,SECTIONS,conformity assessment scheme,1
12,12,SECTIONS,grant of or certificate of conformity,1
13,13,SECTIONS,certification of standard mark of and seller of certain specify good or article,1
14,14,SECTIONS,prohibition to import sell exhibit,1
15,15,SECTIONS,central government to direct compulsory use of standard mark,1
16,16,SECTIONS,prohibition to manufacture sell certain good without standard mark,1
17,17,SECTIONS,obligation of holder seller account and audit,1
18,18,SECTIONS,financial management of bureau of in dian standard,1
19,19,SECTIONS,fund of bureau,1
20,20,SECTIONS,borrowing power of bureau,1
21,21,SECTIONS,annual report,1
22,22,SECTIONS,account and audit chapter v,2
23,23,SECTIONS,power of central government to issue direction,2
24,24,SECTIONS,restriction on use of name of bureau and in dian standard,2
25,25,SECTIONS,appointment and power of certification officer,2
26,26,SECTIONS,power to search and seizure,2
27,27,SECTIONS,penalty for contravention,2
28,28,SECTIONS,of fence by company,2
29,29,SECTIONS,compensation for non conform good,2
30,30,SECTIONS,cognizance of of fence by court,2
31,31,SECTIONS,compound of of fence,2
32,32,SECTIONS,appeal,2
33,33,SECTIONS,member officer and employee of bureau to be public servant,2
34,34,SECTIONS,protection of action take in good faith,2
35,35,SECTIONS,authentication of order and other instrument of bureau,2
36,36,SECTIONS,power to make rule,2
37,37,SECTIONS,power to make regulation,2
38,38,SECTIONS,rule and regulation to be laid before parliament,2
39,39,SECTIONS,act not to affect operation of certain act,2
40,40,SECTIONS,power to remove difficulty,2
41,41,SECTIONS,repeal and saving the bureau of in dian standard act no of march act to provide for the establishment of a national standard body for the harmonious development of the activity of standard is at ion conformity assessment and quality assurance of good article process system and service and for matter ted therewith or incidental there tobe it enact by parliament in the sixty seventh year of the republic of a follow chapter i,2
42,42,SECTIONS,short title extent and commencement this act may be call the bureau of act it to the whole of it shall come into force on such a the central government may by notification in the official gazette appoint,3
43,43,SECTIONS,definition in this act unless the context otherwise require article mean any substance artificial or natural or partly artificial or partly natural whether raw or partly or wholly process or manufacture or handmade within or imp or ted into assay and hall marking cent re mean a test and mar kin g cent re re cog ni se by the bureau to determine the purity of precious metal article and to apply hallmark on the precious in a manner a may be determine by bureau mean the,3
44,44,SECTIONS,bureau of in dian standard establish under s certification officer mean a certification officer appoint under sub section of section certify body mean a holder of certificate of conformity or under sub section section in relation to any good article process system or service which to certify mean a who have be grant a certificate by the bureau to for sale or to sell any precious metal article after get the same,3
45,45,SECTIONS,d in a manner a may be determine by conformity assessment mean demonstration that requirement a may be specify re la ting to an article process system service person or body be conformity assessment scheme mean s a scheme relate to such good article process system or service a may be notify by the bureau under section consumer mean a person a define in the consumer protection act of cover include any stopper cask bottle vessel box crate,3
46,46,SECTIONS,cover capsule case frame wrapper bag sack pouch or other director general mean the director general appoint under sub section of section,3
47,47,SECTIONS,notification no date see gazette of extra or di nary part executive committee mean the executive committee constitute under sub section of section fund mean the fund constitute under section good include all kind of movable property under the sale of goods act of other than actionable claim money stock and govern council mean a govern council constitute under sub section,3
48,48,SECTIONS,of section hallmark mean in relation to precious metal article the standard mark which indicate st he proportionate content of precious metal in that article a per the relevant in dian in dian standard mean the standard include any tentative or provisional standard established and publish by the bureau in relation to any good article process system or service indicative of the quality and specification of such good article process system or service and include si any standard adopt by the bureau,3
49,49,SECTIONS,under sub section of section any standard establish and publish or re cog ni se by the bureau of in dian standard se stab li shed under the bureau of in dian standard act of which be in force immediately before the commencement of this act in dian standard institution mean the in dian standard institution register under the soc ie ti es registration act of mean a person engage in the business to get manufacture precious metal article for sale or to sell precious metal,3
50,50,SECTIONS,mean a grant under section to use a specify standard mark in relation to any good article process system or service which to a manufacturer mean a person responsible for design and ma nu fact ur ing any good mark include a device brand head label ticket pictorial representation name signature word letter or numeral or any combination member mean a member of the govern council executive committee or any of the advisory,3
51,51,SECTIONS,notification mean a notification publish in the official gazette and the expression notify or notify shall be construe person mean a manufacturer an importer a distributor retailer s ell er or lessor of goods or article or provider of service or any other person who us or a p plies his name or trade mark or any other distinctive mark on to good or article or while provide a service for any consideration good or article or provide service a prize or gift for commercial purpose,3
52,52,SECTIONS,include their representative and any person who be engage in such activity where the manufacturer importer distributor retailer seller lessor or provider of service cannot be precious metal mean gold silver platinum and precious metal article mean any article make entirely or in part from precious metal or their mean by rule make under this process mean a set of inter related or interact activity which input,3
53,53,SECTIONS,re cog ni se test and mark cent re mean a test and mark cent re re cog ni se by the bureau under sub section of section re cog ni se test laboratory mean a test laboratory re cog ni se by the bureau under subsection of section register authority mean any authority competent under any law for the time be in force to register any company firm or other body o f person or any trade mark or design or to regulation mean regulation make by the bureau under this,3
54,54,SECTIONS,sale mean to sell distribute hire lease or exchange of good article process system or service for any con si de ration or for commercial seller mean a person who be engage in the sale of any good article process system service mean the result generate by activity at the interface between an organ is at ion and a customer and by organ is at ion s internal activity to meet customer specification mean a description of good article process system or service a far,3
55,55,SECTIONS,as practicable by reference to it nature quality strength purity composition quant di men si ons weight grade durability origin age material mode of manufacture or process ing consistency and reliability of service delivery or other characteristic to distinguish it from any other good article process system or specify mean specify by the standard mean document agreement contain technical specification or other precise criterion to be use consistently a rule guideline or,3
56,56,SECTIONS,definition of characteristic to ensure that good article process system and service be fit for their pu standard mark mean the mark specify by the bureau and include hallmark to represent conformity of good article process system or service to a particular in dian standard or conformity to a standard the mark of which have be es tab li shed adopt or re cog ni se by the bureau and be marked on the article or good a a standard mark or on it cover or label attached to such good or article so,3
57,57,SECTIONS,system mean a set of inter related or interact test la bora tory mean a body set up for the purpose of test of good or article a gains ta set of requirement and report it trade mark mean a mark use or propose to be use in relation to good or article or process or system or service f or the purpose of indicate or so a to indicate a connection in the course of trade of good article process system or service a the case may be and some the right either a proprietor or a register user to use the mark whet he r with or without any indication of the identity of that person chapter of in dian standard,3
58,58,SECTIONS,establishment of bureau and constitution of govern council with effect from such date a the central government may by notification in the official gazette appoint in this behalf there shall be establish a national body for the purpose of this act a bureau to be call the bureau of in dian the bureau shall be a body corporate by the name aforesaid have perpetual and a common seal with power subject to the provision of this act to acquire hold and dispose of property both movable and immovable,5
59,59,SECTIONS,and to contract and shall by the say name sue and be the member of the govern council shall con the bureau and general superintendence direction and management of the affair of the bureau shall vest in the govern council which shall consist of the follow member namely a the minister in charge of the ministry or department of th e central government control of the bureau who shall be ex president of the the minister of state or a deputy minister if any in the,5
60,60,SECTIONS,ministry or department of the central government have administrative control of the bureau who shall be ex president of the bureau and where there be no such min ist er of state or deputy minister such person a may be nominate by the central government to be the vice president of the the secretary to the government of of the ministry or department of the central government have administrative con of the bureau ex d the director general of the bureau ex e such number of other,5
61,61,SECTIONS,person to represent the government industry scientific and consumer and other interest a may be to be by the the term of office of the member refer to in clause e of sub section and the manner of filling vacancy among and the procedure to be follow in the discharge of their function by shall be such a may be that a member other than an ex member of the bureau of in dian under the bureau of,5
62,62,SECTIONS,in dian standard act of shall after the commencement of this act continue to hold such o a member till the completion of his the govern council may associate with itself in such manner and for such purpose a may any person whose assistance or advice it may desire in comply with any of the this act and a person so associate shall have the right to take part in the discussion of the governing council relevant to the purpose for which he have be associate but shall not have,5
63,63,SECTIONS,the right to the govern council may by general or order in write delegate to any member the director general or any other person subject to such condition if any a may be specify in the order such of it power and function under this act except the power under section a it may deem necessary,5
64,64,SECTIONS,executive committee of bureau the govern council may with the prior approval of the central government by notification in the official gazette constitute an executive committee which shall consist of the follow member namely a director general of the bureau who shall be it ex chairman such number of member a may be the executive committee constitute under sub section shall perform exercise and discharge such function power and duty of the bureau a may be delegate to it by the govern council,6
65,65,SECTIONS,advisory committee of bureau subject to any regulation make in this behalf the governing council may from time to time and a and when it be consider necessary con the following advisory committee for the efficient discharge of the function of the bureau namely a finance advisory conformity assessment advisory standard advisory test and calibration advisory committee an de such number of other committee a may be specify by each advisory committee shall consist of a chairman and such other member a may by regulation,6
