,Unnamed: 0,Title,Paragraph Text,Page No
0,0,,short title extent and commencement this act may be call the good and service tax compensation to state act it to the whole of it shall come into force on such a the central government may by notification in the official gazette appoint,2
1,1,,definition in this act unless the context otherwise require sa central tax mean the central good and service tax levy and collect under the central goods and service tax central good and service tax act mean the central good and service tax act of ce mean the good and service tax compensation ce levy under section compensation mean an amount in the form of good and service tax compensation as determined under section council mean the good and service,2
2,2,,tax council constitute under the provision of article of the fund mean the good and service tax compensation fund refer to in section input tax in relation to a taxable person mean si ce charge on any supply of good or service or both make to ce charge on import of good and include the ce payable on reverse charge ba sish integrate good and service tax act mean the integrate good and service tax act of integrate tax mean the integrate good,2
3,3,,and service tax levy and collect under the in teg rated good and service tax mean by rule make on the recommendation of the council under this project growth rate mean the rate of growth project for the transition period a per section schedule mean the schedule append to this state mean si for the purpose of section and the state a define under the central good sand service tax act for the purpose of section and,2
4,4,,the state a define under the central goods and service tax act and the union territory a define under the union territory good sand service tax act,2
5,5,,notification no date the june see gazette of extraordinary part n state tax mean the state good and service tax levy and collect under the respective state good and service tax a c to state good and service tax act mean the law to be make by the state legislature for levy and collection of tax by the concerned state on supply of good or service or taxable supply mean a supply of good or service or both which be chargeable to the,2
6,6,,cess under this transition date shall mean in respect of any state the date on which the state good tax act of the concerned state come into forcer transition period mean a period of five year from the transition date union territory good and service tax act mean the union territory good tax act of the word and expression use and not define in this act but define in the central good tax act and the integrate good and service tax act shall have the meaning respectively assigned to them in those act,2
7,7,,project growth rate the project nominal growth rate of revenue subsume for a state during the transition period shall be fourteen per cent per ann um,3
8,8,,base year for the purpose of calculate the compensation amount payable in any financial year during the transition period the financial year end march shall be take a the base year,3
9,9,,base year revenue subject to the provision of subsection and the base year revenue for a state shall be the sum of the revenue collect by the state and the local body during the base year on account of the tax levy by the respective state or union and net of refund with respect to the follow tax impose by the respective state or union which be subsume into good sand service tax na mel ya the value add tax sale tax purchase tax tax collect on work contract or any other,3
