,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter court commercial appellate court commercial division and commercial appellate division,1
2,2,SECTIONS,constitution of commercial designation of commercial appellate court,1
3,3,SECTIONS,constitution of commercial division of high court,1
4,4,SECTIONS,constitution of commercial appellate division,1
5,5,SECTIONS,jurisdiction of commercial court,1
6,6,SECTIONS,jurisdiction of commercial division of high court,1
7,7,SECTIONS,bar against revision application or petition against an interlocutory order,1
8,8,SECTIONS,omit,1
9,9,SECTIONS,jurisdiction in respect of arbitration matter,1
10,10,SECTIONS,bar of jurisdiction of commercial court and commercial value,1
11,11,SECTIONS,determination of specify value chapter mediation and mediation and settlement chapter,1
12,12,SECTIONS,appeal from decree of commercial court and commercial division,1
13,13,SECTIONS,expeditious disposal of appeal chapter of pending suit,1
14,14,SECTIONS,transfer of pending to the provision of the code of civil procedure,1
15,15,SECTIONS,amendment to the code of civil procedure in it application to commercial di sput es chapter,1
16,16,SECTIONS,collection and disclosure of data by commercial court commercial appellate division and commercial appellate division,1
17,17,SECTIONS,power of high court to issue direction,1
18,18,SECTIONS,infrastructure section,1
19,19,SECTIONS,training and continuous education,2
20,20,SECTIONS,act to have override power of central government to make rule,2
21,21,SECTIONS,power to remove difficulty,2
22,22,SECTIONS,repeal and the commercial court act no of act to provide for the constitution of commercial court appellate division and commercial appellate division in the high court commercial dispute of specify value and matter connect therewith or incidental there tobe it enact by parliament in the sixty sixth year of the republic of a i,2
23,23,SECTIONS,short title extent and commencement this act may be call the commercial it to the whole of except the state of jam mu and it shall be deem to have come into force on the day of,3
24,24,SECTIONS,definition in this act unless the context otherwise commercial appellate court mean the commercial appellate court designate under section commercial appellate division mean the commercial appellate division in a high court constitute under subsection of section commercial court mean the commercial court constitute under subsection of section commercial dispute mean a dispute arise out ordinary transaction of merchant banker financier and trader such,3
25,25,SECTIONS,a those relate to mercantile document include enforcement and interpretation of such export or import of merchandise or issue relate to admiralty and maritime transaction relate to aircraft aircraft engine aircraft equipment and sale lease and of the carriage of construction and infrastructure contract include agreement relate to immovable property use exclusively in trade or franchise,3
26,26,SECTIONS,agreement six distribution and management and joint venture shareholder agreement,3
27,27,SECTIONS,in by act of s,3
28,28,SECTIONS,sub by s ibid for subsection,3
29,29,SECTIONS,in by s ibid,3
30,30,SECTIONS,clause a a clause aa by s ibid subscription and investment agreement pertain to the service industry service and financial mercantile agency and mercantile partnership technology development intellectual property right relate to register and unregistered patent design domain name geographical indication and semiconductor agreement for sale of,3
