,Unnamed: 0,Title,Paragraph Text,Page No
0,0,SECTIONS,short title extent and commencement,1
1,1,SECTIONS,de fi ni ti ons chapter of limited liability partnership,1
2,2,SECTIONS,limit liability partnership to be body corporate,1
3,3,SECTIONS,non applicability of the in dian partnership act,1
4,4,SECTIONS,partner,1
5,5,SECTIONS,minimum number of partner,1
6,6,SECTIONS,designate partner,1
7,7,SECTIONS,liability of designate partner,1
8,8,SECTIONS,change in designate partner,1
9,9,SECTIONS,punishment for contravention of section and of limited liability partnership and matter incidental thereto,1
10,10,SECTIONS,incorporation document,1
11,11,SECTIONS,incorporation by registration,1
12,12,SECTIONS,register office of limited liability partnership and change therein,1
13,13,SECTIONS,effect of reg is tra ti on,1
14,14,SECTIONS,name,1
15,15,SECTIONS,reservation of name,1
16,16,SECTIONS,change of name of limited liability partnership,1
17,17,SECTIONS,application for direction to change name in certain circumstance,1
18,18,SECTIONS,change of register name,1
19,19,SECTIONS,penalty for improper use of word limited liability partnership or,1
20,20,SECTIONS,publication of name and limited and their relation,1
21,21,SECTIONS,eligibility to be partner,2
22,22,SECTIONS,relationship of partner,2
23,23,SECTIONS,cessation of partnership interest,2
24,24,SECTIONS,registration of change in vex tent and limitation of liability of limited liability partnership and partner,2
25,25,SECTIONS,partner a agent,2
26,26,SECTIONS,extent of liability of limited liability partnership,2
27,27,SECTIONS,extent of liability of partner,2
28,28,SECTIONS,hold out,2
29,29,SECTIONS,unlimited liability in case of fraud,2
30,30,SECTIONS,whistle blowing chapter,2
31,31,SECTIONS,form of contribution,2
32,32,SECTIONS,obligation to contribute chapter disclosure,2
33,33,SECTIONS,maintenance of book of account other record and audit,2
34,34,SECTIONS,annual return,2
35,35,SECTIONS,inspection of document kept by registrar,2
36,36,SECTIONS,penalty for false statement,2
37,37,SECTIONS,power of registrar to obtain information,2
38,38,SECTIONS,compound of of fence,2
39,39,SECTIONS,destruction of old record,2
40,40,SECTIONS,enforcement of duty to make return and transfer of partnership right,2
41,41,SECTIONS,partner transferable,2
42,42,SECTIONS,investigation of the affair of limited liability partnership,3
43,43,SECTIONS,application by partner for investigation,3
44,44,SECTIONS,firm body corporate or association not to be appoint a inspector,3
45,45,SECTIONS,power of inspector to carry out investigation into affair of related entity,3
46,46,SECTIONS,production of document and evidence,3
47,47,SECTIONS,seizure of document by inspector,3
48,48,SECTIONS,inspector report,3
49,49,SECTIONS,prosecution,3
50,50,SECTIONS,application for wind up of limited liability partnership,3
51,51,SECTIONS,proceeding for recovery of damage or property,3
52,52,SECTIONS,expense of investigation,3
53,53,SECTIONS,inspect or report to be evidence chapter into limited liability partnership,3
54,54,SECTIONS,conversion from firm into limited liability partnership,3
55,55,SECTIONS,conversion from private company into limited liability partnership,3
56,56,SECTIONS,conversion from unlisted public company into l imi ted liability partnership,3
57,57,SECTIONS,registration and effect of conversion chapter xi foreign limited liability partnership,3
58,58,SECTIONS,foreign limited liability arrangement or of limited liability partnership,3
59,59,SECTIONS,compromise or arrangement of limited liability partnership,3
60,60,SECTIONS,power of tribunal to enforce compromise or arrangement,3
61,61,SECTIONS,provision for facilitate reconstruction or amalgamation of limited liability up and dissolution,3
62,62,SECTIONS,wind up and dissolution,3
63,63,SECTIONS,circumstance in which limited liability partnership may be wound up by tribunal,3
64,64,SECTIONS,rule for wind up and,3
65,65,SECTIONS,business transaction of partner with limited liability partnership,4
66,66,SECTIONS,application of the provision of the company act,4
67,67,SECTIONS,electronic filing of document,4
68,68,SECTIONS,payment of additional fee,4
69,69,SECTIONS,enhance punishment,4
70,70,SECTIONS,application of other law not bar,4
71,71,SECTIONS,jurisdiction of tri bu and appellate tribunal,4
72,72,SECTIONS,penalty on non compliance of any or de r pass by tribunal,4
73,73,SECTIONS,general penalty,4
74,74,SECTIONS,power of registrar to strike defunct limited liability partnership off register,4
75,75,SECTIONS,of fence to limited liability partnership,4
76,76,SECTIONS,jurisdiction or court,4
77,77,SECTIONS,power to alter schedule,4
78,78,SECTIONS,power to make rule,4
79,79,SECTIONS,power to remove,4
80,80,SECTIONS,transitional provision st he first schedule the second schedule the third schedule the fourth limited liability partnership act of act to make provision for the formation and regulation of limited liability partnership and for matter connect therewith or incidental there tobe it enact by parliament in the fifty ninth year of the republic of in di a a follow chapter i,4
81,81,SECTIONS,short ti extent and commencement this act may be call the limited liability partnership act it to the whole of it shall come into force on such a the central government may by notification in the official gazette appoint provided that different date may be appoint for different provision of this act and any reference in any such provision to the commencement of this act shall be construe a a reference to the coming into force of that provision,5
82,82,SECTIONS,definition in this act es the context otherwise require a address in relation to a partner of a limit liability partnership mean i if an individual his usual residential address if a body corporate the address of it re gist ere d advocate mean an advocate a define in clause a of sub section of section of t act of c appellate tribunal mean the national company law appellate tribunal constitute under subsection of section of t he,5
83,83,SECTIONS,company act of d body corporate mean a company a define in section of the company act and include i a limited liability partnership register under this a limited liability partnership incorporate outside a company incorporate outside in di abut do not include i a corporation a operative society register under any law for the time be in force any other body corporate not be a company a define in section of the,5
84,84,SECTIONS,of or a limited liability partnership a define in this act which the central government may by notification in the official gazette specify in this business include trade profession service and charter accountant mean a charter accountant a define in clause b of sub section section of the charter accountant act of and who have obtain a certificate of ce under sub section of se of that act,5
85,85,SECTIONS,march notification no so e date march see gazette of extraordinary part company secretary mean a company secretary a define in clause c of sub section of section of the company secretary act of and who have obtain a certificate of practice under sub section of section of that a c th cost accountant mean a cost accountant a define in clause b of sub section of section of the cost and work accountant act,5
86,86,SECTIONS,of and who have obtain a certificate of practice under sub section of section of that a c ti court with respect to any of fence under this act mean the court have jurisdiction a per the provision of section designate partner mean any partner designate a such pursuant to section entity mean any body corporate and include for the purpose of section and a firm setup under the in dian partnership act of l financial year in relation to a limited,5
87,87,SECTIONS,liability partnership mean the period from the day of of a year to the day of march of the follow year provided that in the case of a limited liability partnership incorporate aft er the day of sept ember of a year the financial year may end on the day of march of the year next following that ye arm foreign limited liability partnership mean a limited liability partnership formed incorporated or register outside which establish es a place of business within in dian limited liability partnership,5
88,88,SECTIONS,mean a partnership form and register under this a c to limited liability partnership agreement mean any write agreement between the partner of the li mi ted liability partnership or between the limited liability partnership and it partner which deter mines the mutual right and duty of the partner and their right and duty in relation to that limited liability name in relation t o a partner of a limit liability partnership mean i if an individual his forename middle name and surname if a,5
89,89,SECTIONS,body corporate it register partner in relation to a limited liability partnership mean any person who e a partner in the limited liability partnership in accordance with the limited liability mean by rule make under this act registrar mean a registrar or an additional a joint a deputy or an a the duty of register company under the company act of t schedule mean a schedule to this actu tribunal mean,5
90,90,SECTIONS,the national company law tribunal constitute under sub section of section of the company act of word and expression use and not define in this act but define in the company act shall have the meaning respectively assign to them in that act chapter of limited liability partnership,5
91,91,SECTIONS,limited liability par to be body corporate a limited liability partnership be a body corporate form and incorporate under this act and be a legal entity separate from that of it a limited liability partnership shall have perpetual any change in the partner of a limited liability partnership shall not affect the existence right of the limited liability,6
92,92,SECTIONS,non of th e in dian partnership act save a otherwise provide of the in dian partnership act of shall not apply to a limited liability partnership,7
93,93,SECTIONS,partner any individual or body corporate may be a partner in a limited liability partnership provided that an i shall not be capable of become a partner of a li mi ted liability partnership if a he have be found to be of unsound mind by a court of competent jurisdiction and the finding is in he be an undischarged insolvent orc he have apply to be adjudicate a an insolvent and his application be pending,7
94,94,SECTIONS,minimum number of partner every limited liability partnership shall have at least if at any time the number of partner of a limited liability partnership be reduce below two and the limited liability partnership carry on business for more than six month while the number be so reduced the person who be the only partner of the limited liability partnership during the time that it on business after those six month and have the knowledge of the fact that it be carry on business with him alone shall be liable personally for the obligation of the limited liability partnership incur red during that period,7
