,Unnamed: 0,Title,Paragraph Text,Page No
0,0,PRELIMINARY,short title extent and commencement,1
1,1,PRELIMINARY,provision of this act not to apply to special protection group,1
2,2,PRELIMINARY,de fi ni ti ons chapter i disclosure,1
3,3,PRELIMINARY,requirement of public interest disclosure chapter in relation to public interest d is closure,1
4,4,PRELIMINARY,power and function of competent authority on receipt of public interest disclosure,1
5,5,PRELIMINARY,matter not to be inquire by competent a u of competent authority,1
6,6,PRELIMINARY,power s of competent authority,1
7,7,PRELIMINARY,certain matter exempt from disclosure,1
8,8,PRELIMINARY,superintendence of competent authority over appropriate machinery,1
9,9,PRELIMINARY,competent authority to take assistance of police authority in certain to the person ing disclosure,1
10,10,PRELIMINARY,safeguard against victim is at ion,1
11,11,PRELIMINARY,protection of witness and other person,1
12,12,PRELIMINARY,protection of identity of complainant,1
13,13,PRELIMINARY,power to interim and penal tie,1
14,14,PRELIMINARY,penalty for furnish in g incomplete or mi lead comment or explanation or report,1
15,15,PRELIMINARY,penalty for reveal identity or,1
16,16,PRELIMINARY,punishment for false or frivolous disclosure,2
17,17,PRELIMINARY,punishment to head of department in certain case,2
18,18,PRELIMINARY,of fence by company,2
19,19,PRELIMINARY,appeal to high court,2
20,20,PRELIMINARY,bar of jurisdiction,2
21,21,PRELIMINARY,court to take,2
22,22,PRELIMINARY,report on disclosure,2
23,23,PRELIMINARY,protection of action take in good faith,2
24,24,PRELIMINARY,power of central government to make rule,2
25,25,PRELIMINARY,power of state government to make rule,2
26,26,PRELIMINARY,power of make regulation,2
27,27,PRELIMINARY,no ti fi ca ti on and rule to be laid before p ar li ament,2
28,28,PRELIMINARY,notification issue and rule make by state government to be laid before state leg is la tur e,2
29,29,PRELIMINARY,power to remove difficulty,2
30,30,PRELIMINARY,repeal and whistle blower protection act act no of may an act to establish a mechanism to receive complaint relate to disclosure on any allegation of corruption or misuse of power or misuse of discretion against any pu servant and to inquire or cause an inquiry into such disc lo sure and to provide adequate safeguard sa gainst victim is at ion of the person make such complaint and for matter connected therewith and incidental there tobe it enact by parliament in the fifth year of the republic of a follow chapter i,2
31,31,PRELIMINARY,short title extent and commencement this act may be call the whistle blow ers protection act it to the whole of except the state of jam mu and it shall come into force on such date a the central government may by notification in the official gazette appoint and different date may be appoint for different provision of this act and any reference in any provision to t he commencement of this act shall be construe a a reference to g into force of that provision,3
32,32,PRELIMINARY,provision of this act not to apply to special protection group the provision of this act shall not apply to th e arm force of the union be ing the special protection group constitute under th especial protection group act of,3
33,33,PRELIMINARY,definition in this act unless the context otherwise require a central vigilance commission mean the commission constitute unde r subsection of section of the central vigilance commission act of b competent authority mean i in relation to a member of the union council of minister the prime in relation to a member of parliament other than a mi ni st er the chairman of the council of state if such member be a mem ber of the council of state or the speaker of the house of,3
34,34,PRELIMINARY,the people if such member be a member of the house of the people a the case may in relation to a member of the l of minister in a state or union territory the chief minister of the state or union territory a the case may in relation to a member of legislative council or legislative assembly of a state or union territory other than a minister the chair man of the legislative council if such member member of th e council or the speaker of the legislative assembly if such member be er of the assembly a,3
35,35,PRELIMINARY,the case may in relation to a any judge except a judge of the supreme court or of a high court include any person empower by law to discharge whether by himself or a a member of any body of per sons any ad judicatory function orb any person a ut ho rise by a court of justice to perform any duty in connection with the in ist ration of j us tice include a liquidator receiver or commissioner appoint by such court or,3
36,36,PRELIMINARY,sub by act of and the second schedule for,3
37,37,PRELIMINARY,sub by s ibid and t he second schedule for sixty second year any arbitrator or other person to whom any cause or matter have be refer for decision or report by a of justice or by a competent public authority the high in relation to a any person in the service or pay of the central government or remunerate by the central govern me by way of fee or commission for the performance of any public except min ist ers member of parliament and member or person refer to in,3
